Fundo,Modulo,Velocidad,Anio,Semana_de_cosecha,Semana_de_empaque,Fecha_de_cosecha,Etapa, Resultado, Humedad_relativa, Temperatura_minima, Temperatura_maxima, Radiacion_solar_maxima, Radiacion_solar
Inagro,3,38,2021,28,28,13/07/2021,Terminado(PT=125),120,82.08,15.80,27.70,859,5284
Inagro,3,38,2022,30,30,25/07/2022,Campo(C=8),8,81.21,15.00,25.90,858,5484
Inagro,3,38,2022,30,30,25/07/2022,Recepcion(R=30),43,81.21,15.00,25.90,858,5484
Inagro,3,38,2022,30,30,25/07/2022,Terminado(PT=125),124,81.21,15.00,25.90,858,5484
Inagro,3,39,2022,25,25,21/06/2022,Campo(C=8),4,81.54,12.70,25.80,801,4782
Inagro,3,39,2022,25,25,21/06/2022,Recepcion(R=30),18,81.54,12.70,25.80,801,4782
Inagro,3,39,2022,25,25,21/06/2022,Terminado(PT=125),200,81.54,12.70,25.80,801,4782
Inagro,3,40,2021,20,20,17/05/2021,Campo(C=8),9,81.88,16.80,28.20,926,4625
Inagro,3,40,2021,20,20,17/05/2021,Recepcion(R=30),19,81.88,16.80,28.20,926,4625
Inagro,3,40,2021,20,20,17/05/2021,Terminado(PT=125),91,81.88,16.80,28.20,926,4625
Inagro,3,40,2021,20,20,21/05/2021,Campo(C=8),8,86.46,15.80,22.10,252,1716
Inagro,3,40,2021,20,20,21/05/2021,Recepcion(R=30),29,86.46,15.80,22.10,252,1716
Inagro,3,40,2021,20,20,21/05/2021,Terminado(PT=125),125,86.46,15.80,22.10,252,1716
Inagro,3,40,2021,20,20,22/05/2021,Campo(C=8),12,82.25,17.20,24.50,534,2911
Inagro,3,40,2021,20,20,22/05/2021,Recepcion(R=30),25,82.25,17.20,24.50,534,2911
Inagro,3,40,2021,20,20,22/05/2021,Terminado(PT=125),141,82.25,17.20,24.50,534,2911
Inagro,3,42,2021,20,20,20/05/2021,Campo(C=8),8,86.79,16.80,22.40,334,2026
Inagro,3,42,2021,20,20,20/05/2021,Recepcion(R=30),21,86.79,16.80,22.40,334,2026
Inagro,3,42,2021,20,20,20/05/2021,Terminado(PT=125),113,86.79,16.80,22.40,334,2026
Inagro,3,46,2022,25,25,23/06/2022,Campo(C=8),4,77.00,14.30,24.70,807,4865
Inagro,3,46,2022,25,25,23/06/2022,Recepcion(R=30),62,77.00,14.30,24.70,807,4865
Inagro,3,46,2022,25,25,23/06/2022,Terminado(PT=125),175,77.00,14.30,24.70,807,4865
Inagro,3,(en blanco),2021,28,28,12/07/2021,Campo(C=8),12,82.63,15.20,25.40,569,2902
Inagro,3,(en blanco),2021,28,28,12/07/2021,Recepcion(R=30),12,82.63,15.20,25.40,569,2902
Inagro,4,22,2022,17,17,26/04/2022,Campo(C=8),5,80.54,16.40,29.10,879,5624
Inagro,4,22,2022,17,17,26/04/2022,Recepcion(R=30),49,80.54,16.40,29.10,879,5624
Inagro,4,22,2022,17,17,26/04/2022,Terminado(PT=125),122,80.54,16.40,29.10,879,5624
Inagro,4,23,2022,17,17,27/04/2022,Campo(C=8),2,79.75,16.30,28.60,883,5677
Inagro,4,23,2022,17,17,27/04/2022,Recepcion(R=30),40,79.75,16.30,28.60,883,5677
Inagro,4,23,2022,17,17,27/04/2022,Terminado(PT=125),153,79.75,16.30,28.60,883,5677
Inagro,4,24,2022,20,20,16/05/2022,Campo(C=8),8,80.38,14.90,27.40,866,3363
Inagro,4,24,2022,20,20,16/05/2022,Recepcion(R=30),45,80.38,14.90,27.40,866,3363
Inagro,4,24,2022,20,20,16/05/2022,Terminado(PT=125),174,80.38,14.90,27.40,866,3363
Inagro,4,25,2021,16,17,25/04/2021,Campo(C=8),11,75.67,16.30,30.80,912,6458
Inagro,4,25,2021,16,17,25/04/2021,Recepcion(R=30),21,75.67,16.30,30.80,912,6458
Inagro,4,25,2021,16,17,25/04/2021,Terminado(PT=125),122,75.67,16.30,30.80,912,6458
Inagro,4,27,2022,20,20,18/05/2022,Campo(C=8),4,75.63,15.70,27.60,684,4842
Inagro,4,27,2022,20,20,18/05/2022,Recepcion(R=30),31,75.63,15.70,27.60,684,4842
Inagro,4,27,2022,20,20,18/05/2022,Terminado(PT=125),182,75.63,15.70,27.60,684,4842
Inagro,4,27,2022,20,20,21/05/2022,Campo(C=8),4,79.08,13.90,28.40,884,5693
Inagro,4,27,2022,20,20,21/05/2022,Recepcion(R=30),10,79.08,13.90,28.40,884,5693
Inagro,4,27,2022,20,20,21/05/2022,Terminado(PT=125),231,79.08,13.90,28.40,884,5693
Inagro,4,28,2022,20,20,20/05/2022,Campo(C=8),3,78.88,15.10,26.40,850,5900
Inagro,4,28,2022,20,20,20/05/2022,Recepcion(R=30),25,78.88,15.10,26.40,850,5900
Inagro,4,28,2022,20,20,20/05/2022,Terminado(PT=125),207,78.88,15.10,26.40,850,5900
Inagro,4,30,2022,17,17,28/04/2022,Campo(C=8),4,83.08,16.40,25.60,1022,3547
Inagro,4,30,2022,17,17,28/04/2022,Recepcion(R=30),29,83.08,16.40,25.60,1022,3547
Inagro,4,30,2022,17,17,28/04/2022,Terminado(PT=125),133,83.08,16.40,25.60,1022,3547
Inagro,4,30,2022,29,29,18/07/2022,Campo(C=8),5,79.50,14.00,28.20,904,5603
Inagro,4,30,2022,29,29,18/07/2022,Recepcion(R=30),48,79.50,14.00,28.20,904,5603
Inagro,4,30,2022,29,29,18/07/2022,Terminado(PT=125),146,79.50,14.00,28.20,904,5603
Inagro,4,31,2022,19,19,12/05/2022,Campo(C=8),5,80.08,16.00,27.70,921,6006
Inagro,4,31,2022,19,19,12/05/2022,Recepcion(R=30),39,80.08,16.00,27.70,921,6006
Inagro,4,31,2022,19,19,12/05/2022,Terminado(PT=125),148,80.08,16.00,27.70,921,6006
Inagro,4,31,2022,20,20,17/05/2022,Campo(C=8),4,76.04,14.70,31.20,909,5276
Inagro,4,31,2022,20,20,17/05/2022,Recepcion(R=30),31,76.04,14.70,31.20,909,5276
Inagro,4,31,2022,20,20,17/05/2022,Terminado(PT=125),211,76.04,14.70,31.20,909,5276
Inagro,4,32,2021,17,17,26/04/2021,Campo(C=8),17,76.21,16.00,29.50,910,6328
Inagro,4,32,2021,17,17,26/04/2021,Recepcion(R=30),18,76.21,16.00,29.50,910,6328
Inagro,4,32,2021,17,17,26/04/2021,Terminado(PT=125),129,76.21,16.00,29.50,910,6328
Inagro,4,32,2021,29,29,23/07/2021,Campo(C=8),12,83.04,14.10,26.70,814,3752
Inagro,4,32,2021,29,29,23/07/2021,Recepcion(R=30),32,83.04,14.10,26.70,814,3752
Inagro,4,32,2021,29,29,23/07/2021,Terminado(PT=125),133,83.04,14.10,26.70,814,3752
Inagro,4,32,2022,28,28,14/07/2022,Campo(C=8),4,83.29,14.50,22.80,772,3509
Inagro,4,32,2022,28,28,14/07/2022,Recepcion(R=30),71,83.29,14.50,22.80,772,3509
Inagro,4,32,2022,28,28,14/07/2022,Terminado(PT=125),97,83.29,14.50,22.80,772,3509
Inagro,4,32,2022,28,28,16/07/2022,Campo(C=8),4,79.71,12.80,24.40,837,5010
Inagro,4,32,2022,28,28,16/07/2022,Recepcion(R=30),66,79.71,12.80,24.40,837,5010
Inagro,4,32,2022,28,28,16/07/2022,Terminado(PT=125),170,79.71,12.80,24.40,837,5010
Inagro,4,33,2021,29,29,20/07/2021,Campo(C=8),14,82.75,15.30,28.40,874,4231
Inagro,4,33,2021,29,29,20/07/2021,Recepcion(R=30),48,82.75,15.30,28.40,874,4231
Inagro,4,33,2021,29,29,20/07/2021,Terminado(PT=125),104,82.75,15.30,28.40,874,4231
Inagro,4,35,2021,20,20,17/05/2021,Campo(C=8),12,81.88,16.80,28.20,926,4625
Inagro,4,35,2021,20,20,17/05/2021,Recepcion(R=30),19,81.88,16.80,28.20,926,4625
Inagro,4,35,2021,20,20,17/05/2021,Terminado(PT=125),93,81.88,16.80,28.20,926,4625
Inagro,4,35,2021,20,20,18/05/2021,Campo(C=8),9,84.00,17.30,27.10,810,4295
Inagro,4,35,2021,20,20,18/05/2021,Recepcion(R=30),24,84.00,17.30,27.10,810,4295
Inagro,4,35,2021,20,20,18/05/2021,Terminado(PT=125),131,84.00,17.30,27.10,810,4295
Inagro,4,35,2021,20,20,20/05/2021,Campo(C=8),20,86.79,16.80,22.40,334,2026
Inagro,4,35,2021,20,20,20/05/2021,Recepcion(R=30),36,86.79,16.80,22.40,334,2026
Inagro,4,35,2021,20,20,20/05/2021,Terminado(PT=125),165,86.79,16.80,22.40,334,2026
Inagro,4,35,2021,20,21,23/05/2021,Campo(C=8),9,82.46,16.80,26.30,644,4083
Inagro,4,35,2021,20,21,23/05/2021,Recepcion(R=30),16,82.46,16.80,26.30,644,4083
Inagro,4,35,2021,20,21,23/05/2021,Terminado(PT=125),159,82.46,16.80,26.30,644,4083
Inagro,4,35,2021,28,28,16/07/2021,Campo(C=8),8,82.04,15.10,25.30,524,3127
Inagro,4,35,2021,28,28,16/07/2021,Recepcion(R=30),15,82.04,15.10,25.30,524,3127
Inagro,4,35,2021,28,28,16/07/2021,Terminado(PT=125),87,82.04,15.10,25.30,524,3127
Inagro,4,35,2021,29,29,22/07/2021,Campo(C=8),14,84.50,16.00,24.00,706,3170
Inagro,4,35,2021,29,29,22/07/2021,Recepcion(R=30),31,84.50,16.00,24.00,706,3170
Inagro,4,35,2021,29,29,22/07/2021,Terminado(PT=125),93,84.50,16.00,24.00,706,3170
Inagro,4,36,2021,20,20,19/05/2021,Campo(C=8),9,83.83,16.60,26.60,885,4270
Inagro,4,36,2021,20,20,19/05/2021,Recepcion(R=30),36,83.83,16.60,26.60,885,4270
Inagro,4,36,2021,20,20,19/05/2021,Terminado(PT=125),149,83.83,16.60,26.60,885,4270
Inagro,4,36,2021,20,20,22/05/2021,Campo(C=8),13,82.25,17.20,24.50,534,2911
Inagro,4,36,2021,20,20,22/05/2021,Recepcion(R=30),16,82.25,17.20,24.50,534,2911
Inagro,4,36,2021,20,20,22/05/2021,Terminado(PT=125),161,82.25,17.20,24.50,534,2911
Inagro,4,36,2021,28,28,15/07/2021,Campo(C=8),7,82.46,15.90,24.90,723,3674
Inagro,4,36,2021,28,28,15/07/2021,Recepcion(R=30),18,82.46,15.90,24.90,723,3674
Inagro,4,36,2021,28,28,15/07/2021,Terminado(PT=125),44,82.46,15.90,24.90,723,3674
Inagro,4,36,2021,28,28,17/07/2021,Campo(C=8),11,80.38,15.70,27.30,922,5215
Inagro,4,36,2021,28,28,17/07/2021,Recepcion(R=30),35,80.38,15.70,27.30,922,5215
Inagro,4,36,2021,28,28,17/07/2021,Terminado(PT=125),89,80.38,15.70,27.30,922,5215
Inagro,4,36,2021,29,29,19/07/2021,Campo(C=8),8,81.04,16.10,28.20,874,4893
Inagro,4,36,2021,29,29,19/07/2021,Recepcion(R=30),42,81.04,16.10,28.20,874,4893
Inagro,4,36,2021,29,29,19/07/2021,Terminado(PT=125),106,81.04,16.10,28.20,874,4893
Inagro,4,36,2022,28,28,15/07/2022,Campo(C=8),5,80.67,14.50,22.30,857,3775
Inagro,4,36,2022,28,28,15/07/2022,Recepcion(R=30),36,80.67,14.50,22.30,857,3775
Inagro,4,36,2022,28,28,15/07/2022,Terminado(PT=125),86,80.67,14.50,22.30,857,3775
Inagro,4,37,2022,20,20,19/05/2022,Campo(C=8),5,73.46,17.00,29.00,854,5905
Inagro,4,37,2022,20,20,19/05/2022,Recepcion(R=30),37,73.46,17.00,29.00,854,5905
Inagro,4,37,2022,20,20,19/05/2022,Terminado(PT=125),282,73.46,17.00,29.00,854,5905
Inagro,4,38,2021,21,21,24/05/2021,Campo(C=8),12,83.25,16.90,26.10,978,3939
Inagro,4,38,2021,21,21,24/05/2021,Recepcion(R=30),14,83.25,16.90,26.10,978,3939
Inagro,4,38,2021,21,21,24/05/2021,Terminado(PT=125),186,83.25,16.90,26.10,978,3939
Inagro,4,38,2021,29,29,21/07/2021,Campo(C=8),12,81.00,17.20,27.30,877,4826
Inagro,4,38,2021,29,29,21/07/2021,Recepcion(R=30),30,81.00,17.20,27.30,877,4826
Inagro,4,38,2021,29,29,21/07/2021,Terminado(PT=125),123,81.00,17.20,27.30,877,4826
Inagro,4,38,2022,27,27,09/07/2022,Recepcion(R=30),93,80.79,15.60,24.20,624,3338
Inagro,4,38,2022,27,27,09/07/2022,Terminado(PT=125),156,80.79,15.60,24.20,624,3338
Inagro,4,40,2021,20,20,21/05/2021,Campo(C=8),13,86.46,15.80,22.10,252,1716
Inagro,4,40,2021,20,20,21/05/2021,Recepcion(R=30),40,86.46,15.80,22.10,252,1716
Inagro,4,40,2021,20,20,21/05/2021,Terminado(PT=125),161,86.46,15.80,22.10,252,1716
Inagro,4,40,2022,28,28,13/07/2022,Campo(C=8),3,80.21,13.40,26.80,928,5299
Inagro,4,40,2022,28,28,13/07/2022,Recepcion(R=30),30,80.21,13.40,26.80,928,5299
Inagro,4,40,2022,28,28,13/07/2022,Terminado(PT=125),86,80.21,13.40,26.80,928,5299
Inagro,5,24,2022,17,17,27/04/2022,Campo(C=8),4,79.75,16.30,28.60,883,5677
Inagro,5,24,2022,17,17,27/04/2022,Recepcion(R=30),37,79.75,16.30,28.60,883,5677
Inagro,5,24,2022,17,17,27/04/2022,Terminado(PT=125),186,79.75,16.30,28.60,883,5677
Inagro,5,24,2022,17,17,28/04/2022,Campo(C=8),6,83.08,16.40,25.60,1022,3547
Inagro,5,24,2022,17,17,28/04/2022,Recepcion(R=30),32,83.08,16.40,25.60,1022,3547
Inagro,5,24,2022,17,17,28/04/2022,Terminado(PT=125),160,83.08,16.40,25.60,1022,3547
Inagro,5,25,2022,18,18,02/05/2022,Campo(C=8),5,76.79,14.40,30.90,883,6243
Inagro,5,25,2022,18,18,02/05/2022,Recepcion(R=30),37,76.79,14.40,30.90,883,6243
Inagro,5,25,2022,18,18,02/05/2022,Terminado(PT=125),136,76.79,14.40,30.90,883,6243
Inagro,5,25,2022,19,19,11/05/2022,Campo(C=8),6,77.13,14.90,28.70,859,5969
Inagro,5,25,2022,19,19,11/05/2022,Recepcion(R=30),15,77.13,14.90,28.70,859,5969
Inagro,5,25,2022,19,19,11/05/2022,Terminado(PT=125),134,77.13,14.90,28.70,859,5969
Inagro,5,25,2022,29,29,23/07/2022,Campo(C=8),5,76.25,15.30,28.20,850,5716
Inagro,5,25,2022,29,29,23/07/2022,Recepcion(R=30),32,76.25,15.30,28.20,850,5716
Inagro,5,25,2022,29,29,23/07/2022,Terminado(PT=125),83,76.25,15.30,28.20,850,5716
Inagro,5,26,2022,29,29,18/07/2022,Recepcion(R=30),67,79.50,14.00,28.20,904,5603
Inagro,5,26,2022,29,29,18/07/2022,Terminado(PT=125),126,79.50,14.00,28.20,904,5603
Inagro,5,27,2022,22,22,31/05/2022,Campo(C=8),4,71.58,16.33,27.88,875,5214
Inagro,5,27,2022,22,22,31/05/2022,Recepcion(R=30),26,71.58,16.33,27.88,875,5214
Inagro,5,27,2022,22,22,31/05/2022,Terminado(PT=125),100,71.58,16.33,27.88,875,5214
Inagro,5,28,2022,19,19,10/05/2022,Campo(C=8),6,78.92,15.30,26.70,814,3878
Inagro,5,28,2022,19,19,10/05/2022,Recepcion(R=30),45,78.92,15.30,26.70,814,3878
Inagro,5,28,2022,19,19,10/05/2022,Terminado(PT=125),186,78.92,15.30,26.70,814,3878
Inagro,5,28,2022,29,29,20/07/2022,Campo(C=8),5,80.92,14.60,24.00,868,3978
Inagro,5,28,2022,29,29,20/07/2022,Recepcion(R=30),46,80.92,14.60,24.00,868,3978
Inagro,5,28,2022,29,29,20/07/2022,Terminado(PT=125),144,80.92,14.60,24.00,868,3978
Inagro,5,28,2022,29,29,22/07/2022,Campo(C=8),6,79.83,14.30,25.70,852,5586
Inagro,5,28,2022,29,29,22/07/2022,Recepcion(R=30),29,79.83,14.30,25.70,852,5586
Inagro,5,28,2022,29,29,22/07/2022,Terminado(PT=125),98,79.83,14.30,25.70,852,5586
Inagro,5,30,2021,28,28,12/07/2021,Campo(C=8),8,82.63,15.20,25.40,569,2902
Inagro,5,30,2021,28,28,12/07/2021,Recepcion(R=30),10,82.63,15.20,25.40,569,2902
Inagro,5,30,2021,28,28,12/07/2021,Terminado(PT=125),86,82.63,15.20,25.40,569,2902
Inagro,5,32,2021,27,27,10/07/2021,Campo(C=8),6,80.25,15.20,27.30,872,4203
Inagro,5,32,2021,27,27,10/07/2021,Recepcion(R=30),21,80.25,15.20,27.30,872,4203
Inagro,5,32,2021,27,27,10/07/2021,Terminado(PT=125),105,80.25,15.20,27.30,872,4203
Inagro,5,32,2021,28,28,14/07/2021,Campo(C=8),7,84.67,16.80,23.80,467,2593
Inagro,5,32,2021,28,28,14/07/2021,Recepcion(R=30),20,84.67,16.80,23.80,467,2593
Inagro,5,32,2021,28,28,14/07/2021,Terminado(PT=125),100,84.67,16.80,23.80,467,2593
Inagro,5,33,2022,29,29,21/07/2022,Campo(C=8),6,79.75,13.70,23.80,895,4509
Inagro,5,33,2022,29,29,21/07/2022,Recepcion(R=30),21,79.75,13.70,23.80,895,4509
Inagro,5,33,2022,29,29,21/07/2022,Terminado(PT=125),120,79.75,13.70,23.80,895,4509
Inagro,5,34,2021,27,27,09/07/2021,Campo(C=8),6,82.50,15.80,22.40,397,1987
Inagro,5,34,2021,27,27,09/07/2021,Recepcion(R=30),20,82.50,15.80,22.40,397,1987
Inagro,5,34,2021,27,27,09/07/2021,Terminado(PT=125),27,82.50,15.80,22.40,397,1987
Inagro,5,34,2022,29,29,19/07/2022,Campo(C=8),5,79.75,14.90,26.90,916,5501
Inagro,5,34,2022,29,29,19/07/2022,Recepcion(R=30),47,79.75,14.90,26.90,916,5501
Inagro,5,34,2022,29,29,19/07/2022,Terminado(PT=125),140,79.75,14.90,26.90,916,5501
Inagro,5,35,2021,18,18,04/05/2021,Campo(C=8),13,74.17,16.50,30.70,901,6385
Inagro,5,35,2021,18,18,04/05/2021,Recepcion(R=30),40,74.17,16.50,30.70,901,6385
Inagro,5,35,2021,18,18,04/05/2021,Terminado(PT=125),128,74.17,16.50,30.70,901,6385
Inagro,5,35,2021,19,19,14/05/2021,Campo(C=8),6,79.92,17.10,27.80,876,6018
Inagro,5,35,2021,19,19,14/05/2021,Recepcion(R=30),16,79.92,17.10,27.80,876,6018
Inagro,5,35,2021,19,19,14/05/2021,Terminado(PT=125),138,79.92,17.10,27.80,876,6018
Inagro,5,35,2021,19,20,15/05/2021,Campo(C=8),13,80.79,17.40,28.20,864,5146
Inagro,5,35,2021,19,20,15/05/2021,Recepcion(R=30),15,80.79,17.40,28.20,864,5146
Inagro,5,35,2021,19,20,15/05/2021,Terminado(PT=125),113,80.79,17.40,28.20,864,5146
Inagro,5,35,2021,20,20,21/05/2021,Recepcion(R=30),24,86.46,15.80,22.10,252,1716
Inagro,5,35,2021,20,20,21/05/2021,Terminado(PT=125),148,86.46,15.80,22.10,252,1716
Inagro,5,35,2021,21,21,25/05/2021,Campo(C=8),6,81.75,17.80,30.60,689,4318
Inagro,5,35,2021,21,21,25/05/2021,Recepcion(R=30),17,81.75,17.80,30.60,689,4318
Inagro,5,35,2021,21,21,25/05/2021,Terminado(PT=125),111,81.75,17.80,30.60,689,4318
Inagro,5,35,2021,21,21,26/05/2021,Campo(C=8),10,84.75,17.70,26.40,864,4098
Inagro,5,35,2021,21,21,26/05/2021,Recepcion(R=30),9,84.75,17.70,26.40,864,4098
Inagro,5,35,2021,21,21,26/05/2021,Terminado(PT=125),153,84.75,17.70,26.40,864,4098
Inagro,5,35,2021,21,21,28/05/2021,Campo(C=8),9,88.25,17.60,21.90,268,1617
Inagro,5,35,2021,21,21,28/05/2021,Recepcion(R=30),26,88.25,17.60,21.90,268,1617
Inagro,5,35,2021,21,21,28/05/2021,Terminado(PT=125),167,88.25,17.60,21.90,268,1617
Inagro,5,35,2021,28,28,13/07/2021,Campo(C=8),10,82.08,15.80,27.70,859,5284
Inagro,5,35,2021,28,28,13/07/2021,Recepcion(R=30),23,82.08,15.80,27.70,859,5284
Inagro,5,35,2021,28,28,13/07/2021,Terminado(PT=125),76,82.08,15.80,27.70,859,5284
Inagro,5,35,2021,28,28,15/07/2021,Campo(C=8),10,82.46,15.90,24.90,723,3674
Inagro,5,35,2021,28,28,15/07/2021,Recepcion(R=30),18,82.46,15.90,24.90,723,3674
Inagro,5,35,2021,28,28,15/07/2021,Terminado(PT=125),62,82.46,15.90,24.90,723,3674
Inagro,5,35,2021,28,28,16/07/2021,Campo(C=8),6,82.04,15.10,25.30,524,3127
Inagro,5,35,2021,28,28,16/07/2021,Recepcion(R=30),21,82.04,15.10,25.30,524,3127
Inagro,5,35,2021,28,28,16/07/2021,Terminado(PT=125),43,82.04,15.10,25.30,524,3127
Inagro,5,36,2021,18,18,03/05/2021,Campo(C=8),8,71.38,19.40,28.70,991,3836
Inagro,5,36,2021,18,18,03/05/2021,Recepcion(R=30),46,71.38,19.40,28.70,991,3836
Inagro,5,36,2021,18,18,03/05/2021,Terminado(PT=125),120,71.38,19.40,28.70,991,3836
Inagro,5,36,2021,28,29,17/07/2021,Campo(C=8),6,80.38,15.70,27.30,922,5215
Inagro,5,36,2021,28,29,17/07/2021,Recepcion(R=30),17,80.38,15.70,27.30,922,5215
Inagro,5,36,2021,28,29,17/07/2021,Terminado(PT=125),68,80.38,15.70,27.30,922,5215
Inagro,5,36,2022,22,22,30/05/2022,Campo(C=8),5,74.92,14.50,27.27,839,5899
Inagro,5,36,2022,22,22,30/05/2022,Recepcion(R=30),27,74.92,14.50,27.27,839,5899
Inagro,5,36,2022,22,22,30/05/2022,Terminado(PT=125),42,74.92,14.50,27.27,839,5899
Inagro,5,37,2021,21,21,29/05/2021,Campo(C=8),10,87.88,17.20,22.70,354,2011
Inagro,5,37,2021,21,21,29/05/2021,Recepcion(R=30),30,87.88,17.20,22.70,354,2011
Inagro,5,37,2021,21,21,29/05/2021,Terminado(PT=125),99,87.88,17.20,22.70,354,2011
Inagro,5,37,2022,21,22,29/05/2022,Campo(C=8),5,76.46,14.27,27.16,845,6059
Inagro,5,37,2022,21,22,29/05/2022,Recepcion(R=30),26,76.46,14.27,27.16,845,6059
Inagro,5,37,2022,21,22,29/05/2022,Terminado(PT=125),113,76.46,14.27,27.16,845,6059
Inagro,5,38,2022,19,19,12/05/2022,Campo(C=8),5,80.08,16.00,27.70,921,6006
Inagro,5,38,2022,19,19,12/05/2022,Recepcion(R=30),24,80.08,16.00,27.70,921,6006
Inagro,5,38,2022,19,19,12/05/2022,Terminado(PT=125),138,80.08,16.00,27.70,921,6006
Inagro,5,40,2021,18,18,05/05/2021,Campo(C=8),8,78.75,17.20,28.70,904,6321
Inagro,5,40,2021,18,18,05/05/2021,Recepcion(R=30),27,78.75,17.20,28.70,904,6321
Inagro,5,40,2021,18,18,05/05/2021,Terminado(PT=125),118,78.75,17.20,28.70,904,6321
Inagro,5,40,2021,21,21,27/05/2021,Campo(C=8),10,86.21,17.60,25.60,759,3023
Inagro,5,40,2021,21,21,27/05/2021,Recepcion(R=30),6,86.21,17.60,25.60,759,3023
Inagro,5,40,2021,21,21,27/05/2021,Terminado(PT=125),97,86.21,17.60,25.60,759,3023
Inagro,5,40,2021,21,22,30/05/2021,Campo(C=8),9,84.50,17.90,22.30,232,1541
Inagro,5,40,2021,21,22,30/05/2021,Recepcion(R=30),17,84.50,17.90,22.30,232,1541
Inagro,5,40,2021,21,22,30/05/2021,Terminado(PT=125),140,84.50,17.90,22.30,232,1541
Inagro,5,48,2021,22,22,31/05/2021,Campo(C=8),9,84.25,17.20,25.90,788,3455
Inagro,5,48,2021,22,22,31/05/2021,Recepcion(R=30),21,84.25,17.20,25.90,788,3455
Inagro,5,48,2021,22,22,31/05/2021,Terminado(PT=125),71,84.25,17.20,25.90,788,3455
Inagro,5,(en blanco),2021,19,19,12/05/2021,Campo(C=8),7,79.58,15.50,29.30,879,5603
Inagro,5,(en blanco),2021,19,19,12/05/2021,Recepcion(R=30),18,79.58,15.50,29.30,879,5603
Inagro,6,22,2022,18,18,02/05/2022,Campo(C=8),4,76.79,14.40,30.90,883,6243
Inagro,6,22,2022,18,18,02/05/2022,Recepcion(R=30),27,76.79,14.40,30.90,883,6243
Inagro,6,22,2022,18,18,02/05/2022,Terminado(PT=125),142,76.79,14.40,30.90,883,6243
Inagro,6,26,2022,20,20,21/05/2022,Campo(C=8),3,79.08,13.90,28.40,884,5693
Inagro,6,26,2022,20,20,21/05/2022,Recepcion(R=30),24,79.08,13.90,28.40,884,5693
Inagro,6,26,2022,20,20,21/05/2022,Terminado(PT=125),190,79.08,13.90,28.40,884,5693
Inagro,6,27,2022,18,18,05/05/2022,Campo(C=8),5,81.38,17.00,28.90,951,4732
Inagro,6,27,2022,18,18,05/05/2022,Recepcion(R=30),32,81.38,17.00,28.90,951,4732
Inagro,6,27,2022,18,18,05/05/2022,Terminado(PT=125),164,81.38,17.00,28.90,951,4732
Inagro,6,27,2022,29,29,23/07/2022,Campo(C=8),5,76.25,15.30,28.20,850,5716
Inagro,6,27,2022,29,29,23/07/2022,Recepcion(R=30),34,76.25,15.30,28.20,850,5716
Inagro,6,27,2022,29,29,23/07/2022,Terminado(PT=125),83,76.25,15.30,28.20,850,5716
Inagro,6,28,2022,18,18,03/05/2022,Campo(C=8),6,78.83,14.60,28.80,873,6078
Inagro,6,28,2022,18,18,03/05/2022,Recepcion(R=30),33,78.83,14.60,28.80,873,6078
Inagro,6,28,2022,18,18,03/05/2022,Terminado(PT=125),183,78.83,14.60,28.80,873,6078
Inagro,6,28,2022,18,18,06/05/2022,Campo(C=8),4,79.42,15.30,29.70,872,5766
Inagro,6,28,2022,18,18,06/05/2022,Recepcion(R=30),31,79.42,15.30,29.70,872,5766
Inagro,6,28,2022,18,18,06/05/2022,Terminado(PT=125),183,79.42,15.30,29.70,872,5766
Inagro,6,28,2022,19,19,09/05/2022,Campo(C=8),4,82.71,15.30,26.90,861,4705
Inagro,6,28,2022,19,19,09/05/2022,Recepcion(R=30),66,82.71,15.30,26.90,861,4705
Inagro,6,28,2022,19,19,09/05/2022,Terminado(PT=125),205,82.71,15.30,26.90,861,4705
Inagro,6,28,2022,19,19,10/05/2022,Campo(C=8),4,78.92,15.30,26.70,814,3878
Inagro,6,28,2022,19,19,10/05/2022,Recepcion(R=30),69,78.92,15.30,26.70,814,3878
Inagro,6,28,2022,19,19,10/05/2022,Terminado(PT=125),160,78.92,15.30,26.70,814,3878
Inagro,6,28,2022,30,30,29/07/2022,Campo(C=8),5,81.50,14.30,23.20,655,3033
Inagro,6,28,2022,30,30,29/07/2022,Recepcion(R=30),24,81.50,14.30,23.20,655,3033
Inagro,6,28,2022,30,30,29/07/2022,Terminado(PT=125),135,81.50,14.30,23.20,655,3033
Inagro,6,29,2022,29,29,22/07/2022,Campo(C=8),5,79.83,14.30,25.70,852,5586
Inagro,6,29,2022,29,29,22/07/2022,Recepcion(R=30),43,79.83,14.30,25.70,852,5586
Inagro,6,29,2022,29,29,22/07/2022,Terminado(PT=125),102,79.83,14.30,25.70,852,5586
Inagro,6,29,2022,30,30,25/07/2022,Campo(C=8),7,81.21,15.00,25.90,858,5484
Inagro,6,29,2022,30,30,25/07/2022,Recepcion(R=30),13,81.21,15.00,25.90,858,5484
Inagro,6,29,2022,30,30,25/07/2022,Terminado(PT=125),118,81.21,15.00,25.90,858,5484
Inagro,6,29,2022,30,30,27/07/2022,Campo(C=8),5,81.42,15.00,26.50,859,5636
Inagro,6,29,2022,30,30,27/07/2022,Recepcion(R=30),29,81.42,15.00,26.50,859,5636
Inagro,6,29,2022,30,30,27/07/2022,Terminado(PT=125),102,81.42,15.00,26.50,859,5636
Inagro,6,31,2022,20,20,20/05/2022,Campo(C=8),4,78.88,15.10,26.40,850,5900
