Fundo,Modulo,Velocidad,Anio,Semana_de_cosecha,Semana_de_empaque,Fecha_de_cosecha,Etapa, Resultado, Humedad_relativa, Temperatura_minima, Temperatura_maxima, Radiacion_solar_maxima, Radiacion_solar
Arato,10,38,2021,28,28,13/07/2021,Campo(C=8),52,87.92,16.80,22.60,682,3533
Arato,10,38,2021,28,28,13/07/2021,Recepcion(R=30),24,87.92,16.80,22.60,682,3533
Arato,10,38,2021,28,28,13/07/2021,Terminado(PT=125),142,87.92,16.80,22.60,682,3533
Arato,10,39,2021,27,27,09/07/2021,Campo(C=8),53,87.21,13.50,22.50,725,2906
Arato,10,39,2021,27,27,09/07/2021,Recepcion(R=30),23,87.21,13.50,22.50,725,2906
Arato,10,39,2021,27,27,09/07/2021,Terminado(PT=125),128,87.21,13.50,22.50,725,2906
Arato,10,39,2021,27,27,10/07/2021,Campo(C=8),27,87.00,14.40,21.80,780,3232
Arato,10,39,2021,27,27,10/07/2021,Recepcion(R=30),33,87.00,14.40,21.80,780,3232
Arato,10,39,2021,27,27,10/07/2021,Terminado(PT=125),138,87.00,14.40,21.80,780,3232
Arato,10,40,2021,21,21,26/05/2021,Campo(C=8),9,88.96,15.80,24.40,690,4054
Arato,10,40,2021,21,21,26/05/2021,Recepcion(R=30),34,88.96,15.80,24.40,690,4054
Arato,10,40,2021,21,21,26/05/2021,Terminado(PT=125),189,88.96,15.80,24.40,690,4054
Arato,10,40,2021,22,22,02/06/2021,Campo(C=8),13,92.21,16.30,18.90,216,1077
Arato,10,40,2021,22,22,02/06/2021,Recepcion(R=30),18,92.21,16.30,18.90,216,1077
Arato,10,40,2021,22,22,02/06/2021,Terminado(PT=125),135,92.21,16.30,18.90,216,1077
Arato,10,40,2021,22,22,03/06/2021,Campo(C=8),12,88.21,16.50,22.30,691,2972
Arato,10,40,2021,22,22,03/06/2021,Recepcion(R=30),26,88.21,16.50,22.30,691,2972
Arato,10,40,2021,22,22,03/06/2021,Terminado(PT=125),148,88.21,16.50,22.30,691,2972
Arato,10,40,2021,22,22,04/06/2021,Campo(C=8),25,85.75,16.30,23.30,735,3995
Arato,10,40,2021,22,22,04/06/2021,Recepcion(R=30),18,85.75,16.30,23.30,735,3995
Arato,10,40,2021,22,22,04/06/2021,Terminado(PT=125),247,85.75,16.30,23.30,735,3995
Arato,10,40,2021,28,28,12/07/2021,Campo(C=8),48,85.58,15.20,24.10,556,3271
Arato,10,40,2021,28,28,12/07/2021,Recepcion(R=30),19,85.58,15.20,24.10,556,3271
Arato,10,40,2021,28,28,12/07/2021,Terminado(PT=125),67,85.58,15.20,24.10,556,3271
Arato,10,42,2022,28,28,14/07/2022,Campo(C=8),7,90.04,11.20,20.70,675,3409
Arato,10,42,2022,28,28,14/07/2022,Recepcion(R=30),15,90.04,11.20,20.70,675,3409
Arato,10,42,2022,28,28,14/07/2022,Terminado(PT=125),126,90.04,11.20,20.70,675,3409
Arato,10,43,2022,31,31,02/08/2022,Campo(C=8),11,87.29,13.30,22.80,712,4717
Arato,10,43,2022,31,31,02/08/2022,Recepcion(R=30),29,87.29,13.30,22.80,712,4717
Arato,10,43,2022,31,31,02/08/2022,Terminado(PT=125),163,87.29,13.30,22.80,712,4717
Arato,10,43,2022,32,32,08/08/2022,Campo(C=8),11,86.79,11.50,21.10,696,4535
Arato,10,43,2022,32,32,08/08/2022,Recepcion(R=30),25,86.79,11.50,21.10,696,4535
Arato,10,43,2022,32,32,08/08/2022,Terminado(PT=125),99,86.79,11.50,21.10,696,4535
Arato,10,44,2022,31,31,06/08/2022,Campo(C=8),5,86.21,13.00,21.60,529,3826
Arato,10,44,2022,31,31,06/08/2022,Recepcion(R=30),34,86.21,13.00,21.60,529,3826
Arato,10,44,2022,31,31,06/08/2022,Terminado(PT=125),98,86.21,13.00,21.60,529,3826
Arato,10,50,2021,27,27,08/07/2021,Campo(C=8),52,82.29,14.20,23.30,698,4602
Arato,10,50,2021,27,27,08/07/2021,Recepcion(R=30),20,82.29,14.20,23.30,698,4602
Arato,10,50,2021,27,27,08/07/2021,Terminado(PT=125),89,82.29,14.20,23.30,698,4602
Arato,10,50,2022,27,27,07/07/2022,Recepcion(R=30),25,88.13,12.70,20.80,696,3384
Arato,10,50,2022,27,27,07/07/2022,Terminado(PT=125),196,88.13,12.70,20.80,696,3384
Arato,10,50,2022,27,27,09/07/2022,Campo(C=8),6,85.92,12.90,24.10,697,4563
Arato,10,50,2022,27,27,09/07/2022,Recepcion(R=30),23,85.92,12.90,24.10,697,4563
Arato,10,50,2022,27,27,09/07/2022,Terminado(PT=125),172,85.92,12.90,24.10,697,4563
Arato,10,52,2022,28,28,11/07/2022,Campo(C=8),13,88.04,12.60,20.10,695,3916
Arato,10,52,2022,28,28,11/07/2022,Recepcion(R=30),46,88.04,12.60,20.10,695,3916
Arato,10,52,2022,28,28,11/07/2022,Terminado(PT=125),174,88.04,12.60,20.10,695,3916
Arato,10,56,2022,28,28,12/07/2022,Campo(C=8),6,86.92,11.80,22.40,693,4660
Arato,10,56,2022,28,28,12/07/2022,Recepcion(R=30),79,86.92,11.80,22.40,693,4660
Arato,10,56,2022,28,28,12/07/2022,Terminado(PT=125),158,86.92,11.80,22.40,693,4660
Arato,10,(en blanco),2021,22,22,01/06/2021,Campo(C=8),24,90.04,16.90,20.20,247,1486
Arato,10,(en blanco),2021,22,22,01/06/2021,Recepcion(R=30),32,90.04,16.90,20.20,247,1486
Arato,10,(en blanco),2021,28,28,14/07/2021,Campo(C=8),63,93.67,15.80,18.90,179,998
Arato,10,(en blanco),2021,28,28,14/07/2021,Recepcion(R=30),20,93.67,15.80,18.90,179,998
Beggie,2,31,2022,20,20,20/05/2022,Campo(C=8),14,91.58,14.50,20.10,413,2167
Beggie,2,31,2022,20,20,20/05/2022,Recepcion(R=30),35,91.58,14.50,20.10,413,2167
Beggie,2,31,2022,20,20,20/05/2022,Terminado(PT=125),197,91.58,14.50,20.10,413,2167
Beggie,2,32,2022,20,20,17/05/2022,Campo(C=8),11,87.50,15.10,22.20,607,3883
Beggie,2,32,2022,20,20,17/05/2022,Recepcion(R=30),49,87.50,15.10,22.20,607,3883
Beggie,2,32,2022,20,20,17/05/2022,Terminado(PT=125),285,87.50,15.10,22.20,607,3883
Beggie,2,33,2022,20,20,19/05/2022,Campo(C=8),16,87.00,13.60,23.10,724,4527
Beggie,2,33,2022,20,20,19/05/2022,Recepcion(R=30),77,87.00,13.60,23.10,724,4527
Beggie,2,33,2022,20,20,19/05/2022,Terminado(PT=125),232,87.00,13.60,23.10,724,4527
Beggie,2,35,2021,24,24,16/06/2021,Campo(C=8),18,90.13,16.30,23.60,841,4123
Beggie,2,35,2021,24,24,16/06/2021,Recepcion(R=30),29,90.13,16.30,23.60,841,4123
Beggie,2,35,2021,24,24,16/06/2021,Terminado(PT=125),153,90.13,16.30,23.60,841,4123
Beggie,2,36,2021,31,31,05/08/2021,Campo(C=8),33,88.25,13.60,21.30,498,2573
Beggie,2,36,2021,31,31,05/08/2021,Recepcion(R=30),63,88.25,13.60,21.30,498,2573
Beggie,2,36,2021,31,31,05/08/2021,Terminado(PT=125),127,88.25,13.60,21.30,498,2573
Beggie,2,37,2022,20,20,16/05/2022,Campo(C=8),8,89.17,14.80,22.30,725,3222
Beggie,2,37,2022,20,20,16/05/2022,Recepcion(R=30),64,89.17,14.80,22.30,725,3222
Beggie,2,37,2022,20,20,16/05/2022,Terminado(PT=125),172,89.17,14.80,22.30,725,3222
Beggie,2,40,2021,24,24,14/06/2021,Campo(C=8),15,95.21,16.00,19.00,203,1147
Beggie,2,40,2021,24,24,14/06/2021,Recepcion(R=30),73,95.21,16.00,19.00,203,1147
Beggie,2,40,2021,24,24,14/06/2021,Terminado(PT=125),132,95.21,16.00,19.00,203,1147
Beggie,2,40,2021,24,24,15/06/2021,Campo(C=8),27,90.71,16.80,24.60,781,2977
Beggie,2,40,2021,24,24,15/06/2021,Recepcion(R=30),34,90.71,16.80,24.60,781,2977
Beggie,2,40,2021,24,24,15/06/2021,Terminado(PT=125),151,90.71,16.80,24.60,781,2977
Beggie,2,40,2021,31,31,04/08/2021,Campo(C=8),21,86.50,14.20,21.70,615,2900
Beggie,2,40,2021,31,31,04/08/2021,Recepcion(R=30),52,86.50,14.20,21.70,615,2900
Beggie,2,40,2021,31,31,04/08/2021,Terminado(PT=125),259,86.50,14.20,21.70,615,2900
Beggie,2,41,2021,31,31,03/08/2021,Campo(C=8),21,86.54,14.80,21.60,765,4539
Beggie,2,41,2021,31,31,03/08/2021,Recepcion(R=30),39,86.54,14.80,21.60,765,4539
Beggie,2,41,2021,31,31,03/08/2021,Terminado(PT=125),217,86.54,14.80,21.60,765,4539
Beggie,2,42,2022,20,20,18/05/2022,Campo(C=8),12,84.75,14.80,23.40,739,4691
Beggie,2,42,2022,20,20,18/05/2022,Recepcion(R=30),36,84.75,14.80,23.40,739,4691
Beggie,2,42,2022,20,20,18/05/2022,Terminado(PT=125),152,84.75,14.80,23.40,739,4691
Beggie,2,43,2022,32,32,12/08/2022,Campo(C=8),13,90.29,14.40,19.30,436,4054
Beggie,2,43,2022,32,32,12/08/2022,Recepcion(R=30),35,90.29,14.40,19.30,436,4054
Beggie,2,43,2022,32,32,12/08/2022,Terminado(PT=125),159,90.29,14.40,19.30,436,4054
Beggie,2,44,2021,31,31,06/08/2021,Campo(C=8),16,89.04,15.40,17.90,226,1368
Beggie,2,44,2021,31,31,06/08/2021,Recepcion(R=30),75,89.04,15.40,17.90,226,1368
Beggie,2,44,2022,32,32,11/08/2022,Campo(C=8),7,86.54,12.70,22.90,801,5401
Beggie,2,44,2022,32,32,11/08/2022,Recepcion(R=30),28,86.54,12.70,22.90,801,5401
Beggie,2,44,2022,32,32,11/08/2022,Terminado(PT=125),153,86.54,12.70,22.90,801,5401
Beggie,2,45,2022,32,32,10/08/2022,Campo(C=8),8,87.21,13.90,21.80,869,3623
Beggie,2,45,2022,32,32,10/08/2022,Recepcion(R=30),43,87.21,13.90,21.80,869,3623
Beggie,2,45,2022,32,32,10/08/2022,Terminado(PT=125),114,87.21,13.90,21.80,869,3623
Beggie,2,47,2022,32,32,13/08/2022,Campo(C=8),6,87.80,14.30,21.20,820,4016
Beggie,2,47,2022,32,32,13/08/2022,Recepcion(R=30),34,87.80,14.30,21.20,820,4016
Beggie,2,47,2022,32,32,13/08/2022,Terminado(PT=125),137,87.80,14.30,21.20,820,4016
Beggie,2,48,2022,33,33,15/08/2022,Campo(C=8),12,92.17,14.20,18.80,438,2111
Beggie,2,48,2022,33,33,15/08/2022,Recepcion(R=30),31,92.17,14.20,18.80,438,2111
Beggie,2,48,2022,33,33,15/08/2022,Terminado(PT=125),117,92.17,14.20,18.80,438,2111
Beggie,3,34,2022,21,21,23/05/2022,Campo(C=8),13,88.21,13.61,21.05,705,4060
Beggie,3,34,2022,21,21,23/05/2022,Recepcion(R=30),38,88.21,13.61,21.05,705,4060
Beggie,3,34,2022,21,21,23/05/2022,Terminado(PT=125),203,88.21,13.61,21.05,705,4060
Beggie,3,35,2021,32,33,13/08/2021,Campo(C=8),29,89.04,15.00,22.10,779,3542
Beggie,3,35,2021,32,33,13/08/2021,Recepcion(R=30),28,89.04,15.00,22.10,779,3542
Beggie,3,35,2021,32,33,13/08/2021,Terminado(PT=125),174,89.04,15.00,22.10,779,3542
Beggie,3,35,2021,33,33,16/08/2021,Campo(C=8),26,88.33,14.80,22.30,755,3417
Beggie,3,35,2021,33,33,16/08/2021,Recepcion(R=30),50,88.33,14.80,22.30,755,3417
Beggie,3,35,2021,33,33,16/08/2021,Terminado(PT=125),93,88.33,14.80,22.30,755,3417
Beggie,3,35,2022,21,21,27/05/2022,Campo(C=8),12,86.00,11.77,22.55,722,4432
Beggie,3,35,2022,21,21,27/05/2022,Recepcion(R=30),34,86.00,11.77,22.55,722,4432
Beggie,3,35,2022,21,21,27/05/2022,Terminado(PT=125),112,86.00,11.77,22.55,722,4432
Beggie,3,36,2022,20,20,21/05/2022,Campo(C=8),9,89.17,13.10,21.90,705,4469
Beggie,3,36,2022,20,20,21/05/2022,Recepcion(R=30),25,89.17,13.10,21.90,705,4469
Beggie,3,36,2022,20,20,21/05/2022,Terminado(PT=125),129,89.17,13.10,21.90,705,4469
Beggie,3,37,2022,21,21,25/05/2022,Campo(C=8),10,92.29,11.72,19.66,577,2859
Beggie,3,37,2022,21,21,25/05/2022,Recepcion(R=30),13,92.29,11.72,19.66,577,2859
Beggie,3,37,2022,21,21,25/05/2022,Terminado(PT=125),166,92.29,11.72,19.66,577,2859
Beggie,3,38,2021,32,32,09/08/2021,Campo(C=8),39,86.29,14.30,20.50,425,2276
Beggie,3,38,2021,32,32,09/08/2021,Recepcion(R=30),47,86.29,14.30,20.50,425,2276
Beggie,3,38,2021,32,32,09/08/2021,Terminado(PT=125),109,86.29,14.30,20.50,425,2276
Beggie,3,39,2022,21,21,28/05/2022,Campo(C=8),13,83.04,11.61,22.77,718,4760
Beggie,3,39,2022,21,21,28/05/2022,Recepcion(R=30),34,83.04,11.61,22.77,718,4760
Beggie,3,39,2022,21,21,28/05/2022,Terminado(PT=125),112,83.04,11.61,22.77,718,4760
Beggie,3,40,2021,31,32,07/08/2021,Campo(C=8),39,87.42,14.40,18.90,278,1796
Beggie,3,40,2021,31,32,07/08/2021,Recepcion(R=30),130,87.42,14.40,18.90,278,1796
Beggie,3,40,2021,31,32,07/08/2021,Terminado(PT=125),216,87.42,14.40,18.90,278,1796
Beggie,3,40,2021,32,32,11/08/2021,Campo(C=8),27,85.54,14.10,22.10,750,3727
Beggie,3,40,2021,32,32,11/08/2021,Recepcion(R=30),29,85.54,14.10,22.10,750,3727
Beggie,3,40,2021,32,32,11/08/2021,Terminado(PT=125),134,85.54,14.10,22.10,750,3727
Beggie,3,40,2021,32,32,12/08/2021,Campo(C=8),23,86.38,14.60,21.80,758,4636
Beggie,3,40,2021,32,32,12/08/2021,Recepcion(R=30),46,86.38,14.60,21.80,758,4636
Beggie,3,40,2021,32,32,12/08/2021,Terminado(PT=125),163,86.38,14.60,21.80,758,4636
Beggie,3,40,2021,32,32,14/08/2021,Campo(C=8),29,88.75,14.80,21.80,673,4319
Beggie,3,40,2021,32,32,14/08/2021,Recepcion(R=30),23,88.75,14.80,21.80,673,4319
Beggie,3,40,2021,32,32,14/08/2021,Terminado(PT=125),170,88.75,14.80,21.80,673,4319
Beggie,3,40,2021,33,33,17/08/2021,Campo(C=8),25,88.58,13.70,22.00,747,3881
Beggie,3,40,2021,33,33,17/08/2021,Recepcion(R=30),46,88.58,13.70,22.00,747,3881
Beggie,3,40,2021,33,33,17/08/2021,Terminado(PT=125),89,88.58,13.70,22.00,747,3881
Beggie,3,41,2021,32,32,10/08/2021,Campo(C=8),29,87.58,11.80,21.90,745,3709
Beggie,3,41,2021,32,32,10/08/2021,Recepcion(R=30),69,87.58,11.80,21.90,745,3709
Beggie,3,41,2021,32,32,10/08/2021,Terminado(PT=125),131,87.58,11.80,21.90,745,3709
Beggie,3,43,2022,21,21,24/05/2022,Campo(C=8),8,88.79,12.50,21.16,713,3695
Beggie,3,43,2022,21,21,24/05/2022,Recepcion(R=30),15,88.79,12.50,21.16,713,3695
Beggie,3,43,2022,21,21,24/05/2022,Terminado(PT=125),95,88.79,12.50,21.16,713,3695
Beggie,3,43,2022,21,21,26/05/2022,Campo(C=8),9,92.13,12.11,19.05,471,3184
Beggie,3,43,2022,21,21,26/05/2022,Recepcion(R=30),35,92.13,12.11,19.05,471,3184
Beggie,3,43,2022,21,21,26/05/2022,Terminado(PT=125),95,92.13,12.11,19.05,471,3184
Beggie,3,43,2022,33,33,16/08/2022,Campo(C=8),6,93.92,13.60,15.80,147,1085
Beggie,3,43,2022,33,33,16/08/2022,Recepcion(R=30),18,93.92,13.60,15.80,147,1085
Beggie,3,43,2022,33,33,16/08/2022,Terminado(PT=125),156,93.92,13.60,15.80,147,1085
Beggie,3,46,2022,32,32,09/08/2022,Campo(C=8),8,85.92,13.60,21.90,778,3731
Beggie,3,46,2022,32,32,09/08/2022,Recepcion(R=30),36,85.92,13.60,21.90,778,3731
Beggie,3,46,2022,32,32,09/08/2022,Terminado(PT=125),115,85.92,13.60,21.90,778,3731
Beggie,3,46,2022,33,33,17/08/2022,Campo(C=8),11,89.42,13.60,20.00,538,2622
Beggie,3,46,2022,33,33,17/08/2022,Recepcion(R=30),18,89.42,13.60,20.00,538,2622
Beggie,3,46,2022,33,33,17/08/2022,Terminado(PT=125),159,89.42,13.60,20.00,538,2622
Beggie,3,47,2022,33,33,15/08/2022,Recepcion(R=30),33,92.17,14.20,18.80,438,2111
Beggie,3,47,2022,33,33,15/08/2022,Terminado(PT=125),139,92.17,14.20,18.80,438,2111
Beggie,3,51,2022,33,33,19/08/2022,Campo(C=8),7,87.58,14.20,22.10,823,4073
Beggie,3,51,2022,33,33,19/08/2022,Recepcion(R=30),34,87.58,14.20,22.10,823,4073
Beggie,3,51,2022,33,33,19/08/2022,Terminado(PT=125),137,87.58,14.20,22.10,823,4073
Beggie,3,54,2022,33,33,18/08/2022,Campo(C=8),6,86.71,13.30,20.90,820,4216
Beggie,3,54,2022,33,33,18/08/2022,Recepcion(R=30),31,86.71,13.30,20.90,820,4216
Beggie,3,54,2022,33,33,18/08/2022,Terminado(PT=125),147,86.71,13.30,20.90,820,4216
Beggie,3,54,2022,33,33,20/08/2022,Campo(C=8),7,89.50,13.90,20.30,669,3577
Beggie,3,54,2022,33,33,20/08/2022,Recepcion(R=30),21,89.50,13.90,20.30,669,3577
Beggie,3,54,2022,33,33,20/08/2022,Terminado(PT=125),136,89.50,13.90,20.30,669,3577
Beggie,3,55,2022,34,34,23/08/2022,Campo(C=8),5,88.88,13.70,20.80,818,4755
Beggie,3,55,2022,34,34,23/08/2022,Recepcion(R=30),24,88.88,13.70,20.80,818,4755
Beggie,3,55,2022,34,34,23/08/2022,Terminado(PT=125),146,88.88,13.70,20.80,818,4755
Beggie,3,59,2022,34,34,22/08/2022,Campo(C=8),7,89.58,13.90,19.70,582,3004
Beggie,3,59,2022,34,34,22/08/2022,Recepcion(R=30),22,89.58,13.90,19.70,582,3004
Beggie,3,59,2022,34,34,22/08/2022,Terminado(PT=125),145,89.58,13.90,19.70,582,3004
Beggie,4,35,2021,28,28,15/07/2021,Campo(C=8),16,93.67,15.60,18.10,167,1045
Beggie,4,35,2021,28,28,15/07/2021,Recepcion(R=30),17,93.67,15.60,18.10,167,1045
Beggie,4,35,2021,28,28,15/07/2021,Terminado(PT=125),94,93.67,15.60,18.10,167,1045
Beggie,4,35,2021,29,29,19/07/2021,Campo(C=8),17,89.79,16.10,22.10,545,2390
Beggie,4,35,2021,29,29,19/07/2021,Recepcion(R=30),29,89.79,16.10,22.10,545,2390
Beggie,4,35,2021,29,29,19/07/2021,Terminado(PT=125),108,89.79,16.10,22.10,545,2390
Beggie,4,36,2021,28,28,16/07/2021,Campo(C=8),40,91.29,15.70,18.70,167,1219
Beggie,4,36,2021,28,28,16/07/2021,Recepcion(R=30),18,91.29,15.70,18.70,167,1219
Beggie,4,36,2021,28,28,16/07/2021,Terminado(PT=125),46,91.29,15.70,18.70,167,1219
Beggie,4,37,2021,28,29,17/07/2021,Campo(C=8),40,88.83,16.20,22.00,289,2005
Beggie,4,37,2021,28,29,17/07/2021,Recepcion(R=30),14,88.83,16.20,22.00,289,2005
Beggie,4,37,2021,28,29,17/07/2021,Terminado(PT=125),80,88.83,16.20,22.00,289,2005
Beggie,4,39,2021,28,28,14/07/2021,Campo(C=8),21,96.29,15.40,17.60,128,827
Beggie,4,39,2021,28,28,14/07/2021,Recepcion(R=30),35,96.29,15.40,17.60,128,827
Beggie,4,39,2021,28,28,14/07/2021,Terminado(PT=125),125,96.29,15.40,17.60,128,827
Beggie,4,39,2022,32,32,11/08/2022,Recepcion(R=30),34,86.54,12.70,22.90,801,5401
Beggie,4,39,2022,32,32,11/08/2022,Terminado(PT=125),147,86.54,12.70,22.90,801,5401
Beggie,4,39,2022,35,35,03/09/2022,Campo(C=8),18,87.83,12.10,21.10,836,5008
Beggie,4,39,2022,35,35,03/09/2022,Recepcion(R=30),46,87.83,12.10,21.10,836,5008
Beggie,4,39,2022,35,35,03/09/2022,Terminado(PT=125),147,87.83,12.10,21.10,836,5008
Beggie,4,40,2021,28,28,12/07/2021,Campo(C=8),23,88.13,15.30,23.20,609,3072
Beggie,4,40,2021,28,28,12/07/2021,Recepcion(R=30),24,88.13,15.30,23.20,609,3072
Beggie,4,40,2021,28,28,12/07/2021,Terminado(PT=125),142,88.13,15.30,23.20,609,3072
Beggie,4,42,2021,28,28,13/07/2021,Campo(C=8),31,92.38,16.10,19.30,192,1100
Beggie,4,42,2021,28,28,13/07/2021,Recepcion(R=30),29,92.38,16.10,19.30,192,1100
Beggie,4,42,2021,28,28,13/07/2021,Terminado(PT=125),100,92.38,16.10,19.30,192,1100
Beggie,4,44,2022,25,25,21/06/2022,Campo(C=8),7,89.38,12.20,18.50,379,2026
Beggie,4,44,2022,25,25,21/06/2022,Recepcion(R=30),24,89.38,12.20,18.50,379,2026
Beggie,4,44,2022,25,25,21/06/2022,Terminado(PT=125),189,89.38,12.20,18.50,379,2026
Beggie,4,45,2022,35,35,02/09/2022,Campo(C=8),9,88.54,13.60,20.20,480,2144
Beggie,4,45,2022,35,35,02/09/2022,Recepcion(R=30),37,88.54,13.60,20.20,480,2144
Beggie,4,45,2022,35,35,02/09/2022,Terminado(PT=125),223,88.54,13.60,20.20,480,2144
Beggie,4,47,2022,25,25,22/06/2022,Campo(C=8),8,84.83,12.10,19.50,637,3764
Beggie,4,47,2022,25,25,22/06/2022,Recepcion(R=30),17,84.83,12.10,19.50,637,3764
Beggie,4,47,2022,25,25,22/06/2022,Terminado(PT=125),188,84.83,12.10,19.50,637,3764
Beggie,4,48,2022,24,24,16/06/2022,Campo(C=8),9,86.38,10.00,21.50,683,4506
Beggie,4,48,2022,24,24,16/06/2022,Recepcion(R=30),20,86.38,10.00,21.50,683,4506
Beggie,4,48,2022,24,24,16/06/2022,Terminado(PT=125),218,86.38,10.00,21.50,683,4506
Beggie,4,49,2022,25,25,20/06/2022,Campo(C=8),9,89.71,13.60,18.20,562,2394
Beggie,4,49,2022,25,25,20/06/2022,Recepcion(R=30),21,89.71,13.60,18.20,562,2394
Beggie,4,49,2022,25,25,20/06/2022,Terminado(PT=125),183,89.71,13.60,18.20,562,2394
Beggie,4,52,2022,24,24,17/06/2022,Campo(C=8),12,87.46,10.30,21.10,650,3332
Beggie,4,52,2022,24,24,17/06/2022,Recepcion(R=30),19,87.46,10.30,21.10,650,3332
Beggie,4,52,2022,24,24,17/06/2022,Terminado(PT=125),135,87.46,10.30,21.10,650,3332
Beggie,4,56,2022,24,24,18/06/2022,Campo(C=8),9,87.42,11.10,20.90,647,3937
Beggie,4,56,2022,24,24,18/06/2022,Recepcion(R=30),30,87.42,11.10,20.90,647,3937
Beggie,4,56,2022,24,24,18/06/2022,Terminado(PT=125),151,87.42,11.10,20.90,647,3937
Beggie,5,27,2022,35,35,29/08/2022,Campo(C=8),17,86.92,13.90,21.10,726,3612
Beggie,5,27,2022,35,35,29/08/2022,Recepcion(R=30),31,86.92,13.90,21.10,726,3612
Beggie,5,27,2022,35,35,29/08/2022,Terminado(PT=125),167,86.92,13.90,21.10,726,3612
Beggie,5,37,2021,27,27,07/07/2021,Campo(C=8),34,87.04,15.10,18.20,175,1198
Beggie,5,37,2021,27,27,07/07/2021,Recepcion(R=30),32,87.04,15.10,18.20,175,1198
Beggie,5,37,2021,27,27,07/07/2021,Terminado(PT=125),126,87.04,15.10,18.20,175,1198
Beggie,5,39,2022,32,32,11/08/2022,Recepcion(R=30),24,86.54,12.70,22.90,801,5401
Beggie,5,39,2022,32,32,11/08/2022,Terminado(PT=125),143,86.54,12.70,22.90,801,5401
Beggie,5,40,2021,27,27,05/07/2021,Recepcion(R=30),25,86.46,14.90,20.20,339,2123
Beggie,5,40,2021,27,27,05/07/2021,Terminado(PT=125),94,86.46,14.90,20.20,339,2123
Beggie,5,40,2021,27,27,06/07/2021,Campo(C=8),33,87.42,14.40,21.00,502,2461
Beggie,5,40,2021,27,27,06/07/2021,Recepcion(R=30),30,87.42,14.40,21.00,502,2461
Beggie,5,40,2021,27,27,06/07/2021,Terminado(PT=125),124,87.42,14.40,21.00,502,2461
Beggie,5,40,2021,27,27,08/07/2021,Campo(C=8),26,84.29,14.70,22.70,725,4487
Beggie,5,40,2021,27,27,08/07/2021,Recepcion(R=30),22,84.29,14.70,22.70,725,4487
Beggie,5,40,2021,27,27,08/07/2021,Terminado(PT=125),124,84.29,14.70,22.70,725,4487
Beggie,5,40,2021,27,27,09/07/2021,Campo(C=8),24,86.50,15.10,22.70,678,3496
Beggie,5,40,2021,27,27,09/07/2021,Recepcion(R=30),29,86.50,15.10,22.70,678,3496
Beggie,5,40,2021,27,27,09/07/2021,Terminado(PT=125),98,86.50,15.10,22.70,678,3496
Beggie,5,40,2021,27,27,10/07/2021,Campo(C=8),23,89.08,16.00,21.20,451,2033
Beggie,5,40,2021,27,27,10/07/2021,Recepcion(R=30),30,89.08,16.00,21.20,451,2033
Beggie,5,40,2021,27,27,10/07/2021,Terminado(PT=125),90,89.08,16.00,21.20,451,2033
Beggie,5,42,2021,28,28,12/07/2021,Campo(C=8),48,88.13,15.30,23.20,609,3072
Beggie,5,42,2021,28,28,12/07/2021,Recepcion(R=30),28,88.13,15.30,23.20,609,3072
Beggie,5,42,2021,28,28,12/07/2021,Terminado(PT=125),96,88.13,15.30,23.20,609,3072
Beggie,5,42,2022,35,35,30/08/2022,Campo(C=8),6,88.29,13.90,19.80,378,1966
Beggie,5,42,2022,35,35,30/08/2022,Recepcion(R=30),72,88.29,13.90,19.80,378,1966
Beggie,5,42,2022,35,35,30/08/2022,Terminado(PT=125),140,88.29,13.90,19.80,378,1966
Beggie,5,45,2022,26,26,28/06/2022,Campo(C=8),11,88.08,12.90,18.20,272,1633
Beggie,5,45,2022,26,26,28/06/2022,Recepcion(R=30),56,88.08,12.90,18.20,272,1633
Beggie,5,45,2022,26,26,28/06/2022,Terminado(PT=125),181,88.08,12.90,18.20,272,1633
Beggie,5,46,2022,35,35,31/08/2022,Campo(C=8),9,86.29,14.40,20.40,681,3166
Beggie,5,46,2022,35,35,31/08/2022,Recepcion(R=30),49,86.29,14.40,20.40,681,3166
Beggie,5,46,2022,35,35,31/08/2022,Terminado(PT=125),149,86.29,14.40,20.40,681,3166
Beggie,5,46,2022,35,35,01/09/2022,Campo(C=8),5,89.46,14.00,18.00,244,1538
Beggie,5,46,2022,35,35,01/09/2022,Recepcion(R=30),37,89.46,14.00,18.00,244,1538
Beggie,5,46,2022,35,35,01/09/2022,Terminado(PT=125),152,89.46,14.00,18.00,244,1538
Beggie,5,46,2022,35,35,02/09/2022,Campo(C=8),4,88.54,13.60,20.20,480,2144
Beggie,5,46,2022,35,35,02/09/2022,Recepcion(R=30),37,88.54,13.60,20.20,480,2144
Beggie,5,46,2022,35,35,02/09/2022,Terminado(PT=125),147,88.54,13.60,20.20,480,2144
Beggie,5,49,2022,25,25,25/06/2022,Campo(C=8),6,87.75,13.30,21.00,692,4095
Beggie,5,49,2022,25,25,25/06/2022,Recepcion(R=30),10,87.75,13.30,21.00,692,4095
Beggie,5,49,2022,25,25,25/06/2022,Terminado(PT=125),167,87.75,13.30,21.00,692,4095
Beggie,5,56,2022,25,25,24/06/2022,Campo(C=8),10,87.71,12.30,20.80,642,3496
Beggie,5,56,2022,25,25,24/06/2022,Recepcion(R=30),10,87.71,12.30,20.80,642,3496
Beggie,5,56,2022,25,25,24/06/2022,Terminado(PT=125),200,87.71,12.30,20.80,642,3496
