Fundo,Modulo,Anio,Semana_de_cosecha,Velocidad,Etapa,Resultado,Temperatura_minima,Temperatura_maxima,Humedad_relativa,Radiacion_solar_maxima,Radiacion_solar
Arato,1,2021,23,40,Recepcion(R=30),14,16.6,18.9,93.63,140,897
Arato,1,2021,23,40,Terminado(PT=125),146,16.6,18.9,93.63,140,897
Arato,1,2021,25,40,Campo(C=8),20,15.53,21.07,87.96,368,2192
Arato,1,2021,25,40,Recepcion(R=30),19,15.53,21.07,87.96,368,2192
Arato,1,2021,25,40,Terminado(PT=125),138,15.53,21.07,87.96,368,2192
Arato,1,2021,25,42,Campo(C=8),27,13.5,20,89.13,246,1500
Arato,1,2021,25,42,Recepcion(R=30),62,13.5,20,89.13,246,1500
Arato,1,2021,25,42,Terminado(PT=125),78,13.5,20,89.13,246,1500
Arato,1,2021,26,35,Recepcion(R=30),15,14.7,24.6,85.17,697,4386
Arato,1,2021,26,35,Terminado(PT=125),78,14.7,24.6,85.17,697,4386
Arato,1,2021,29,35,Campo(C=8),16,15.4,23.6,85.71,720,4449
Arato,1,2021,29,35,Recepcion(R=30),21,15.4,23.6,85.71,720,4449
Arato,1,2021,29,35,Terminado(PT=125),120,15.4,23.6,85.71,720,4449
Arato,1,2021,32,36,Campo(C=8),30,13.2,22.3,84.54,876,4736
Arato,1,2021,32,36,Recepcion(R=30),49,13.2,22.3,84.54,876,4736
Arato,1,2021,32,36,Terminado(PT=125),74,13.2,22.3,84.54,876,4736
Arato,1,2021,36,28,Campo(C=8),36,13,23.1,85.25,934,6034
Arato,1,2021,36,28,Recepcion(R=30),23,13,23.1,85.25,934,6034
Arato,1,2021,36,28,Terminado(PT=125),113,13,23.1,85.25,934,6034
Arato,1,2021,36,31,Campo(C=8),23,13.2,23.3,84.75,894,5609
Arato,1,2021,36,31,Recepcion(R=30),25,13.2,23.3,84.75,894,5609
Arato,1,2021,36,31,Terminado(PT=125),129,13.2,23.3,84.75,894,5609
Arato,1,2021,36,32,Campo(C=8),36,14.3,23.2,85.17,868,4093
Arato,1,2021,36,32,Recepcion(R=30),33,14.3,23.2,85.17,868,4093
Arato,1,2021,36,32,Terminado(PT=125),117,14.3,23.2,85.17,868,4093
Arato,1,2022,23,17,Campo(C=8),16,13.83,22.33,87.92,701,4223
Arato,1,2022,23,17,Recepcion(R=30),15,13.83,22.33,87.92,701,4223
Arato,1,2022,23,17,Terminado(PT=125),220,13.83,22.33,87.92,701,4223
Arato,1,2022,23,44,Campo(C=8),6,15.27,23.22,82.54,714,4547
Arato,1,2022,23,44,Recepcion(R=30),29,15.27,23.22,82.54,714,4547
Arato,1,2022,23,44,Terminado(PT=125),224,15.27,23.22,82.54,714,4547
Arato,1,2022,23,48,Campo(C=8),6,13.94,24.27,82.83,708,4832
Arato,1,2022,23,48,Recepcion(R=30),23,13.94,24.27,82.83,708,4832
Arato,1,2022,23,48,Terminado(PT=125),140,13.94,24.27,82.83,708,4832
Arato,1,2022,23,50,Campo(C=8),14,13.16,19,91.29,283,1220
Arato,1,2022,23,50,Recepcion(R=30),34,13.16,19,91.29,283,1220
Arato,1,2022,23,50,Terminado(PT=125),139,13.16,19,91.29,283,1220
Arato,1,2022,23,52,Campo(C=8),6,15.38,24.77,79.92,725,4720
Arato,1,2022,23,52,Recepcion(R=30),15,15.38,24.77,79.92,725,4720
Arato,1,2022,23,52,Terminado(PT=125),124,15.38,24.77,79.92,725,4720
Arato,1,2022,23,54,Campo(C=8),10,13.38,22.27,87.17,646,3892
Arato,1,2022,23,54,Recepcion(R=30),14,13.38,22.27,87.17,646,3892
Arato,1,2022,23,54,Terminado(PT=125),122,13.38,22.27,87.17,646,3892
Arato,1,2022,32,25,Recepcion(R=30),16,13.3,21.2,88.63,733,4549
Arato,1,2022,32,25,Terminado(PT=125),132,13.3,21.2,88.63,733,4549
Arato,2,2021,23,40,Recepcion(R=30),16,16.6,18.9,93.63,140,897
Arato,2,2021,23,40,Terminado(PT=125),163,16.6,18.9,93.63,140,897
Arato,2,2021,29,25,Campo(C=8),27,16.1,21.9,83.88,600,3099
Arato,2,2021,29,25,Recepcion(R=30),46,16.1,21.9,83.88,600,3099
Arato,2,2021,29,25,Terminado(PT=125),166,16.1,21.9,83.88,600,3099
Arato,2,2021,29,33,Campo(C=8),23,14.4,22.85,88.31,682,3108
Arato,2,2021,29,33,Recepcion(R=30),33,14.4,22.85,88.31,682,3108
Arato,2,2021,29,33,Terminado(PT=125),93,14.4,22.85,88.31,682,3108
Arato,2,2021,29,35,Campo(C=8),19,13.8,24.9,86.33,704,4514
Arato,2,2021,29,35,Recepcion(R=30),47,13.8,24.9,86.33,704,4514
Arato,2,2021,29,35,Terminado(PT=125),81,13.8,24.9,86.33,704,4514
Arato,2,2021,29,37,Campo(C=8),19,15.4,23.6,85.71,720,4449
Arato,2,2021,29,37,Terminado(PT=125),122,15.4,23.6,85.71,720,4449
Arato,2,2021,29,38,Campo(C=8),20,16.2,21.3,89.38,488,1790
Arato,2,2021,29,38,Recepcion(R=30),41,16.2,21.3,89.38,488,1790
Arato,2,2021,29,38,Terminado(PT=125),68,16.2,21.3,89.38,488,1790
Arato,2,2021,30,33,Campo(C=8),19,15.8,18.7,90.54,177,1151
Arato,2,2021,30,33,Recepcion(R=30),22,15.8,18.7,90.54,177,1151
Arato,2,2021,30,33,Terminado(PT=125),188,15.8,18.7,90.54,177,1151
Arato,2,2021,30,35,Campo(C=8),13,14.3,22.7,88.42,766,3777
Arato,2,2021,30,35,Recepcion(R=30),51,14.3,22.7,88.42,766,3777
Arato,2,2021,30,35,Terminado(PT=125),181,14.3,22.7,88.42,766,3777
Arato,2,2021,30,36,Campo(C=8),19,14.65,24.4,85.27,707,4751
Arato,2,2021,30,36,Recepcion(R=30),23,14.64,24.4,85.27,707,4751
Arato,2,2021,30,36,Terminado(PT=125),136,14.65,24.4,85.27,707,4751
Arato,2,2021,30,39,Campo(C=8),27,16.2,23.8,87.83,716,3308
Arato,2,2021,30,39,Recepcion(R=30),17,16.2,23.8,87.83,716,3308
Arato,2,2021,30,39,Terminado(PT=125),161,16.2,23.8,87.83,716,3308
Arato,2,2021,31,38,Campo(C=8),21,13.4,24,84.75,737,4604
Arato,2,2021,31,38,Recepcion(R=30),30,13.4,24,84.75,737,4604
Arato,2,2021,31,38,Terminado(PT=125),217,13.4,24,84.75,737,4604
Arato,2,2021,31,40,Campo(C=8),27,13.9,21.9,87.38,675,3318
Arato,2,2021,31,40,Recepcion(R=30),33,13.9,21.9,87.38,675,3318
Arato,2,2021,31,40,Terminado(PT=125),120,13.9,21.9,87.38,675,3318
Arato,2,2022,20,30,Campo(C=8),12,15.86,25.08,81.48,691,4644
Arato,2,2022,20,30,Recepcion(R=30),30,15.05,24.8,82.69,700,4343
Arato,2,2022,20,30,Terminado(PT=125),238,15.05,24.8,82.69,700,4343
Arato,2,2022,29,30,Campo(C=8),6,11.7,20.4,90.46,478,2120
Arato,2,2022,29,30,Recepcion(R=30),36,11.7,20.4,90.46,478,2120
Arato,2,2022,29,30,Terminado(PT=125),148,11.7,20.4,90.46,478,2120
Arato,2,2022,29,37,Campo(C=8),9,11.5,22.2,88.5,707,4309
Arato,2,2022,29,37,Recepcion(R=30),35,11.5,22.2,88.5,707,4309
Arato,2,2022,29,37,Terminado(PT=125),115,11.5,22.2,88.5,707,4309
Arato,2,2022,29,44,Campo(C=8),8,11.7,20.3,90.29,684,3130
Arato,2,2022,29,44,Recepcion(R=30),37,11.7,20.3,90.29,684,3130
Arato,2,2022,29,44,Terminado(PT=125),160,11.7,20.3,90.29,684,3130
Arato,2,2022,29,46,Campo(C=8),6,12.3,20.7,90.29,708,4069
Arato,2,2022,29,46,Recepcion(R=30),51,12.3,20.7,90.29,708,4069
Arato,2,2022,29,46,Terminado(PT=125),153,12.3,20.7,90.29,708,4069
Arato,2,2022,30,33,Campo(C=8),9,14.5,19.9,91.25,404,2059
Arato,2,2022,30,33,Recepcion(R=30),27,14.5,19.9,91.25,404,2059
Arato,2,2022,30,33,Terminado(PT=125),160,14.5,19.9,91.25,404,2059
Arato,2,2022,30,38,Campo(C=8),9,13.7,23.3,88.67,689,3397
Arato,2,2022,30,38,Recepcion(R=30),25,13.7,23.3,88.67,689,3397
Arato,2,2022,30,38,Terminado(PT=125),110,13.7,23.3,88.67,689,3397
Arato,2,2022,30,39,Campo(C=8),7,12.3,22.8,88.17,703,4671
Arato,2,2022,30,39,Recepcion(R=30),32,12.3,22.8,88.17,703,4671
Arato,2,2022,30,39,Terminado(PT=125),157,12.3,22.8,88.17,703,4671
Arato,2,2022,32,39,Recepcion(R=30),32,11.7,24.8,84.58,734,5083
Arato,2,2022,32,39,Terminado(PT=125),152,11.7,24.8,84.58,734,5083
Arato,2,2022,35,30,Campo(C=8),11,12.8,22,85.63,774,5037
Arato,2,2022,35,30,Recepcion(R=30),48,12.8,22,85.63,774,5037
Arato,2,2022,35,30,Terminado(PT=125),166,12.8,22,85.63,774,5037
Arato,2,2022,35,32,Campo(C=8),17,10.6,23,85.33,775,5317
Arato,2,2022,35,32,Recepcion(R=30),39,10.6,23,85.33,775,5317
Arato,2,2022,35,32,Terminado(PT=125),159,10.6,23,85.33,775,5317
Arato,2,2022,35,34,Campo(C=8),9,11.2,20.4,89.88,700,3563
Arato,2,2022,35,34,Recepcion(R=30),60,11.2,20.4,89.88,700,3563
Arato,2,2022,35,34,Terminado(PT=125),164,11.2,20.4,89.88,700,3563
Arato,2,2022,35,35,Campo(C=8),17,10.95,21.35,88.36,679,3880
Arato,2,2022,35,35,Recepcion(R=30),52,10.95,21.35,88.36,679,3880
Arato,2,2022,35,35,Terminado(PT=125),172,10.95,21.35,88.36,679,3880
Arato,2,2022,35,42,Campo(C=8),9,11.8,19.9,89.17,766,3328
Arato,2,2022,35,42,Recepcion(R=30),45,11.8,19.9,89.17,766,3328
Arato,2,2022,35,42,Terminado(PT=125),166,11.8,19.9,89.17,766,3328
Arato,3,2021,24,40,Campo(C=8),31,16.35,20,91,227,1143
Arato,3,2021,24,40,Recepcion(R=30),40,16.35,20,91,227,1143
Arato,3,2021,24,40,Terminado(PT=125),153,16.35,20,91,227,1143
Arato,3,2021,25,39,Campo(C=8),31,16,20.6,89.54,281,1478
Arato,3,2021,25,39,Recepcion(R=30),24,16,20.6,89.54,281,1478
Arato,3,2021,25,39,Terminado(PT=125),120,16,20.6,89.54,281,1478
Arato,3,2021,25,40,Campo(C=8),22,16.16,21.93,87.24,529,2732
Arato,3,2021,25,40,Recepcion(R=30),18,16.17,21.83,87.29,516,2673
Arato,3,2021,25,40,Terminado(PT=125),128,16.17,21.83,87.29,516,2673
Arato,3,2021,29,32,Campo(C=8),19,16.2,21.3,89.38,488,1790
Arato,3,2021,29,32,Recepcion(R=30),23,16.2,21.3,89.38,488,1790
Arato,3,2021,29,32,Terminado(PT=125),82,16.2,21.3,89.38,488,1790
Arato,3,2021,32,38,Campo(C=8),30,11.8,22.3,85.88,930,4891
Arato,3,2021,32,38,Recepcion(R=30),31,11.8,22.3,85.88,930,4891
Arato,3,2021,32,38,Terminado(PT=125),109,11.8,22.3,85.88,930,4891
Arato,3,2021,34,38,Campo(C=8),16,14.2,20.3,89.08,788,3212
Arato,3,2021,34,38,Recepcion(R=30),18,14.2,20.3,89.08,788,3212
Arato,3,2021,34,38,Terminado(PT=125),128,14.2,20.3,89.08,788,3212
Arato,3,2021,35,28,Campo(C=8),27,14.7,22.4,87.08,865,5349
Arato,3,2021,35,28,Recepcion(R=30),18,14.7,22.4,87.08,865,5349
Arato,3,2021,35,28,Terminado(PT=125),96,14.7,22.4,87.08,865,5349
Arato,3,2021,35,30,Campo(C=8),26,14.6,22.3,87.5,911,4603
Arato,3,2021,35,30,Recepcion(R=30),17,14.6,22.3,87.5,911,4603
Arato,3,2021,35,30,Terminado(PT=125),100,14.6,22.3,87.5,911,4603
Arato,3,2021,36,27,Campo(C=8),32,14.6,23.5,84.75,672,3914
Arato,3,2021,36,27,Recepcion(R=30),18,14.6,23.5,84.75,672,3914
Arato,3,2021,36,27,Terminado(PT=125),70,14.6,23.5,84.75,672,3914
Arato,3,2021,36,30,Campo(C=8),28,14.7,22.3,85.54,871,5262
Arato,3,2021,36,30,Recepcion(R=30),23,14.7,22.3,85.54,871,5262
Arato,3,2021,36,30,Terminado(PT=125),74,14.7,22.3,85.54,871,5262
Arato,3,2021,36,33,Campo(C=8),29,13.2,23.3,84.75,894,5609
Arato,3,2021,36,33,Recepcion(R=30),20,13.2,23.3,84.75,894,5609
Arato,3,2021,36,33,Terminado(PT=125),93,13.2,23.3,84.75,894,5609
Arato,3,2022,25,43,Campo(C=8),11,12.8,23.5,84.04,657,4210
Arato,3,2022,25,43,Recepcion(R=30),30,12.8,23.5,84.04,657,4210
Arato,3,2022,25,43,Terminado(PT=125),188,12.8,23.5,84.04,657,4210
Arato,3,2022,25,45,Campo(C=8),7,12.7,22.5,83.29,686,4605
Arato,3,2022,25,45,Recepcion(R=30),20,12.7,22.5,83.29,686,4605
Arato,3,2022,25,45,Terminado(PT=125),174,12.7,22.5,83.29,686,4605
Arato,3,2022,25,46,Campo(C=8),7,11.7,21.3,87.67,687,3257
Arato,3,2022,25,46,Recepcion(R=30),46,11.7,21.3,87.67,687,3257
Arato,3,2022,25,46,Terminado(PT=125),159,11.7,21.3,87.67,687,3257
Arato,3,2022,25,50,Campo(C=8),6,12.7,22.4,84.08,676,3571
Arato,3,2022,25,50,Recepcion(R=30),53,12.7,22.4,84.08,676,3571
Arato,3,2022,25,50,Terminado(PT=125),217,12.7,22.4,84.08,676,3571
Arato,3,2022,25,53,Recepcion(R=30),14,12.4,21.3,87.83,709,4199
Arato,3,2022,25,53,Terminado(PT=125),179,12.4,21.3,87.83,709,4199
Arato,3,2022,34,44,Recepcion(R=30),47,12.3,21.9,86.46,770,5020
Arato,3,2022,34,44,Terminado(PT=125),133,12.3,21.9,86.46,770,5020
Arato,3,2022,34,50,Campo(C=8),8,12.6,22.6,88.33,772,4704
Arato,3,2022,34,50,Recepcion(R=30),31,12.6,22.6,88.33,772,4704
Arato,3,2022,34,50,Terminado(PT=125),156,12.6,22.6,88.33,772,4704
Arato,3,2022,35,31,Campo(C=8),10,11.2,20.4,89.88,700,3563
Arato,3,2022,35,31,Recepcion(R=30),45,11.2,20.4,89.88,700,3563
Arato,3,2022,35,31,Terminado(PT=125),148,11.2,20.4,89.88,700,3563
Arato,3,2022,35,33,Campo(C=8),9,11.5,20.8,89.25,650,3207
Arato,3,2022,35,33,Recepcion(R=30),30,11.5,20.8,89.25,650,3207
Arato,3,2022,35,33,Terminado(PT=125),150,11.5,20.8,89.25,650,3207
Arato,3,2022,35,34,Recepcion(R=30),44,11.8,19.9,89.17,766,3328
Arato,3,2022,35,34,Terminado(PT=125),161,11.8,19.9,89.17,766,3328
Arato,3,2022,35,35,Campo(C=8),7,10.4,21.9,87.46,708,4553
Arato,3,2022,35,35,Recepcion(R=30),47,10.4,21.9,87.46,708,4553
Arato,3,2022,35,35,Terminado(PT=125),265,10.4,21.9,87.46,708,4553
Arato,3,2022,35,38,Campo(C=8),9,10.6,23,85.33,775,5317
Arato,3,2022,35,38,Recepcion(R=30),26,10.6,23,85.33,775,5317
Arato,3,2022,35,38,Terminado(PT=125),143,10.6,23,85.33,775,5317
Arato,4,2021,23,55,Campo(C=8),37,16.6,19.3,93.17,161,1035
Arato,4,2021,23,55,Recepcion(R=30),22,16.6,19.3,93.17,161,1035
Arato,4,2021,23,55,Terminado(PT=125),158,16.6,19.3,93.17,161,1035
Arato,4,2021,24,35,Campo(C=8),26,15.1,25.2,86.67,668,4027
Arato,4,2021,24,35,Recepcion(R=30),48,15.1,25.2,86.67,668,4027
Arato,4,2021,24,35,Terminado(PT=125),174,15.1,25.2,86.67,668,4027
Arato,4,2021,24,40,Campo(C=8),49,16.01,20.45,91.95,312,1542
Arato,4,2021,24,40,Recepcion(R=30),36,16.08,20.36,91.76,295,1462
Arato,4,2021,24,40,Terminado(PT=125),162,16.08,20.36,91.76,295,1462
Arato,4,2021,29,33,Campo(C=8),30,14.4,22.8,88.79,660,2619
Arato,4,2021,29,33,Recepcion(R=30),43,14.4,22.8,88.79,660,2619
Arato,4,2021,29,33,Terminado(PT=125),92,14.4,22.8,88.79,660,2619
Arato,4,2021,32,38,Campo(C=8),31,12.4,22.3,85.88,790,3323
Arato,4,2021,32,38,Recepcion(R=30),46,12.4,22.3,85.88,790,3323
Arato,4,2021,32,38,Terminado(PT=125),168,12.4,22.3,85.88,790,3323
Arato,4,2021,34,30,Campo(C=8),28,13.3,21.9,85.46,863,5588
Arato,4,2021,34,30,Recepcion(R=30),27,13.3,21.9,85.46,863,5588
Arato,4,2021,34,30,Terminado(PT=125),132,13.3,21.9,85.46,863,5588
Arato,4,2021,34,31,Campo(C=8),27,13.15,23.05,85.08,851,5744
Arato,4,2021,34,31,Recepcion(R=30),26,13.15,23.05,85.08,851,5744
Arato,4,2021,34,31,Terminado(PT=125),170,13.15,23.05,85.08,851,5744
Arato,4,2021,34,32,Campo(C=8),39,14.2,21,86.5,821,4383
Arato,4,2021,34,32,Recepcion(R=30),30,14.2,21,86.5,821,4383
Arato,4,2021,34,32,Terminado(PT=125),154,14.2,21,86.5,821,4383
Arato,4,2021,34,36,Campo(C=8),31,14.2,20.3,89.08,788,3212
Arato,4,2021,34,36,Recepcion(R=30),19,14.2,20.3,89.08,788,3212
Arato,4,2021,34,36,Terminado(PT=125),132,14.2,20.3,89.08,788,3212
Arato,4,2021,34,39,Campo(C=8),39,13.6,21.9,86.29,873,5690
Arato,4,2021,34,39,Recepcion(R=30),28,13.6,21.9,86.29,873,5690
Arato,4,2021,34,39,Terminado(PT=125),133,13.6,21.9,86.29,873,5690
Arato,4,2021,35,28,Campo(C=8),54,14.7,22.4,87.08,865,5349
Arato,4,2021,35,28,Recepcion(R=30),24,14.7,22.4,87.08,865,5349
Arato,4,2021,35,28,Terminado(PT=125),104,14.7,22.4,87.08,865,5349
Arato,4,2021,35,30,Campo(C=8),27,13.2,21.3,88.04,926,3132
Arato,4,2021,35,30,Recepcion(R=30),33,13.2,21.3,88.04,926,3132
Arato,4,2021,35,30,Terminado(PT=125),221,13.2,21.3,88.04,926,3132
Arato,4,2021,35,31,Campo(C=8),28,13.67,22.96,87.76,877,4810
Arato,4,2021,35,31,Recepcion(R=30),28,13.7,23,87.71,877,4827
Arato,4,2021,35,31,Terminado(PT=125),116,13.7,23,87.71,877,4827
Arato,4,2021,35,33,Campo(C=8),38,12.3,24.5,85.71,869,5483
Arato,4,2021,35,33,Recepcion(R=30),24,12.3,24.5,85.71,869,5483
Arato,4,2021,35,33,Terminado(PT=125),128,12.3,24.5,85.71,869,5483
Arato,4,2022,20,30,Campo(C=8),9,14.72,24.97,81.63,749,4861
Arato,4,2022,20,30,Recepcion(R=30),59,14.72,24.97,81.63,749,4861
Arato,4,2022,20,30,Terminado(PT=125),249,14.72,24.97,81.63,749,4861
Arato,4,2022,20,31,Campo(C=8),9,14.11,22.77,85.29,746,4620
Arato,4,2022,20,31,Recepcion(R=30),26,14.11,22.77,85.29,746,4620
Arato,4,2022,20,31,Terminado(PT=125),279,14.11,22.77,85.29,746,4620
Arato,4,2022,21,35,Campo(C=8),9,12.77,23,84.29,734,5050
Arato,4,2022,21,35,Recepcion(R=30),39,12.77,23,84.29,734,5050
Arato,4,2022,21,35,Terminado(PT=125),200,12.77,23,84.29,734,5050
Arato,4,2022,21,43,Campo(C=8),8,12.27,23.55,84.21,745,5093
Arato,4,2022,21,43,Recepcion(R=30),34,12.27,23.55,84.21,745,5093
Arato,4,2022,21,43,Terminado(PT=125),200,12.27,23.55,84.21,745,5093
Arato,4,2022,26,42,Campo(C=8),6,11.3,22.3,86.5,705,4816
Arato,4,2022,26,42,Recepcion(R=30),82,11.3,22.3,86.5,705,4816
Arato,4,2022,26,42,Terminado(PT=125),211,11.3,22.3,86.5,705,4816
Arato,4,2022,26,43,Campo(C=8),12,11.7,17.5,92.33,198,1395
Arato,4,2022,26,43,Recepcion(R=30),29,11.7,17.5,92.33,198,1395
Arato,4,2022,26,43,Terminado(PT=125),211,11.7,17.5,92.33,198,1395
Arato,4,2022,27,47,Campo(C=8),10,12.1,22.3,85.67,697,4686
Arato,4,2022,27,47,Recepcion(R=30),26,12.1,22.3,85.67,697,4686
Arato,4,2022,27,47,Terminado(PT=125),183,12.1,22.3,85.67,697,4686
Arato,4,2022,27,50,Campo(C=8),6,12.7,20.8,88.13,696,3384
Arato,4,2022,27,50,Recepcion(R=30),41,12.7,20.8,88.13,696,3384
Arato,4,2022,27,50,Terminado(PT=125),168,12.7,20.8,88.13,696,3384
Arato,4,2022,27,60,Campo(C=8),17,11.2,24.8,83.96,694,4727
Arato,4,2022,27,60,Recepcion(R=30),69,11.2,24.8,83.96,694,4727
Arato,4,2022,27,60,Terminado(PT=125),170,11.2,24.8,83.96,694,4727
Arato,4,2022,27,66,Campo(C=8),9,11.9,20.2,90.5,624,3359
Arato,4,2022,27,66,Recepcion(R=30),49,11.9,20.2,90.5,624,3359
Arato,4,2022,27,66,Terminado(PT=125),176,11.9,20.2,90.5,624,3359
Arato,4,2022,28,56,Campo(C=8),6,11.2,20.7,90.04,675,3409
Arato,4,2022,28,56,Recepcion(R=30),20,11.2,20.7,90.04,675,3409
Arato,4,2022,28,56,Terminado(PT=125),122,11.2,20.7,90.04,675,3409
Arato,4,2022,33,36,Recepcion(R=30),21,12.3,21.9,88,763,4835
Arato,4,2022,33,36,Terminado(PT=125),163,12.3,21.9,88,763,4835
Arato,4,2022,34,45,Campo(C=8),4,13.3,21.1,89.96,722,3590
Arato,4,2022,34,45,Recepcion(R=30),41,13.3,21.1,89.96,722,3590
Arato,4,2022,34,45,Terminado(PT=125),151,13.3,21.1,89.96,722,3590
Arato,4,2022,34,46,Campo(C=8),10,12.6,22.6,88.33,772,4704
Arato,4,2022,34,46,Recepcion(R=30),46,12.6,22.6,88.33,772,4704
Arato,4,2022,34,46,Terminado(PT=125),148,12.6,22.6,88.33,772,4704
Arato,4,2022,34,50,Campo(C=8),11,12.55,21.8,87.3,771,4600
Arato,4,2022,34,50,Recepcion(R=30),41,12.55,21.8,87.3,771,4600
Arato,4,2022,34,50,Terminado(PT=125),165,12.55,21.8,87.3,771,4600
Arato,4,2022,35,33,Recepcion(R=30),61,12.8,22,85.63,774,5037
Arato,4,2022,35,33,Terminado(PT=125),165,12.8,22,85.63,774,5037
Arato,4,2022,35,34,Campo(C=8),13,11.2,20.4,89.88,700,3563
Arato,4,2022,35,34,Recepcion(R=30),44,11.2,20.4,89.88,700,3563
Arato,4,2022,35,34,Terminado(PT=125),162,11.2,20.4,89.88,700,3563
Arato,4,2022,35,39,Campo(C=8),9,10.4,21.9,87.46,708,4553
Arato,4,2022,35,39,Recepcion(R=30),40,10.4,21.9,87.46,708,4553
Arato,4,2022,35,39,Terminado(PT=125),202,10.4,21.9,87.46,708,4553
Arato,5,2021,23,35,Recepcion(R=30),21,17.3,19.9,91.25,166,1007
Arato,5,2021,23,35,Terminado(PT=125),100,17.3,19.9,91.25,166,1007
Arato,5,2021,23,39,Campo(C=8),22,16.6,18.9,93.63,140,897
Arato,5,2021,23,39,Recepcion(R=30),12,16.6,18.9,93.63,140,897
Arato,5,2021,23,39,Terminado(PT=125),165,16.6,18.9,93.63,140,897
Arato,5,2021,23,54,Campo(C=8),23,16.6,19.3,93.17,161,1035
Arato,5,2021,23,54,Recepcion(R=30),44,16.6,19.3,93.17,161,1035
Arato,5,2021,23,54,Terminado(PT=125),161,16.6,19.3,93.17,161,1035
Arato,5,2021,24,40,Campo(C=8),46,14.1,18.8,94.71,167,827
Arato,5,2021,24,40,Recepcion(R=30),41,14.1,18.8,94.71,167,827
Arato,5,2021,24,40,Terminado(PT=125),159,14.1,18.8,94.71,167,827
Arato,5,2021,25,40,Campo(C=8),23,16.4,23.3,85.71,711,3856
Arato,5,2021,25,40,Recepcion(R=30),15,16.4,23.3,85.71,711,3856
Arato,5,2021,25,40,Terminado(PT=125),109,16.4,23.3,85.71,711,3856
Arato,5,2021,29,32,Campo(C=8),12,13.8,24.9,86.33,704,4514
Arato,5,2021,29,32,Recepcion(R=30),22,13.8,24.9,86.33,704,4514
Arato,5,2021,29,32,Terminado(PT=125),114,13.8,24.9,86.33,704,4514
Arato,5,2021,31,35,Campo(C=8),21,12.1,22.2,86.67,660,3178
Arato,5,2021,31,35,Recepcion(R=30),83,12.1,22.2,86.67,660,3178
Arato,5,2021,31,35,Terminado(PT=125),182,12.1,22.2,86.67,660,3178
Arato,5,2021,32,42,Campo(C=8),26,15.3,24.4,84.21,872,5961
Arato,5,2021,32,42,Recepcion(R=30),48,15.3,24.4,84.21,872,5961
Arato,5,2021,32,42,Terminado(PT=125),105,15.3,24.4,84.21,872,5961
Arato,5,2021,33,35,Campo(C=8),44,13.2,21.4,88.79,885,3817
Arato,5,2021,33,35,Recepcion(R=30),32,13.2,21.4,88.79,885,3817
Arato,5,2021,33,35,Terminado(PT=125),187,13.2,21.4,88.79,885,3817
Arato,5,2021,33,36,Campo(C=8),39,13.3,23.9,85.38,857,5253
Arato,5,2021,33,36,Recepcion(R=30),43,13.3,23.9,85.38,857,5253
Arato,5,2021,33,36,Terminado(PT=125),177,13.3,23.9,85.38,857,5253
Arato,5,2021,33,38,Campo(C=8),39,13.73,22.07,87.49,803,4453
Arato,5,2021,33,38,Recepcion(R=30),38,13.73,22.07,87.49,803,4453
Arato,5,2021,33,38,Terminado(PT=125),107,13.73,22.07,87.49,803,4453
Arato,5,2021,33,42,Campo(C=8),44,13.8,22.9,86.08,866,5354
Arato,5,2021,33,42,Recepcion(R=30),32,13.8,22.9,86.08,866,5354
Arato,5,2021,33,42,Terminado(PT=125),81,13.8,22.9,86.08,866,5354
Arato,5,2021,34,33,Campo(C=8),34,14.2,21,86.5,821,4383
Arato,5,2021,34,33,Recepcion(R=30),22,14.2,21,86.5,821,4383
Arato,5,2021,34,33,Terminado(PT=125),122,14.2,21,86.5,821,4383
Arato,5,2021,34,35,Campo(C=8),32,13.3,21.9,85.46,863,5588
Arato,5,2021,34,35,Recepcion(R=30),27,13.3,21.9,85.46,863,5588
Arato,5,2021,34,35,Terminado(PT=125),148,13.3,21.9,85.46,863,5588
Arato,5,2022,20,30,Campo(C=8),4,16.27,25.22,80.88,686,4795
Arato,5,2022,20,30,Recepcion(R=30),31,16.27,25.22,80.88,686,4795
Arato,5,2022,20,30,Terminado(PT=125),226,16.27,25.22,80.88,686,4795
Arato,5,2022,20,31,Campo(C=8),9,14.11,22.77,85.29,746,4620
Arato,5,2022,20,31,Recepcion(R=30),32,14.11,22.77,85.29,746,4620
Arato,5,2022,20,31,Terminado(PT=125),267,14.11,22.77,85.29,746,4620
Arato,5,2022,20,32,Campo(C=8),7,15.88,25.27,79.5,755,4629
Arato,5,2022,20,32,Recepcion(R=30),26,15.88,25.27,79.5,755,4629
Arato,5,2022,20,32,Terminado(PT=125),216,15.88,25.27,79.5,755,4629
Arato,5,2022,20,36,Campo(C=8),8,13.55,24.66,83.75,742,5093
Arato,5,2022,20,36,Recepcion(R=30),16,13.55,24.66,83.75,742,5093
Arato,5,2022,20,36,Terminado(PT=125),212,13.55,24.66,83.75,742,5093
Arato,5,2022,25,43,Campo(C=8),4,12.8,23.5,84.04,657,4210
Arato,5,2022,25,43,Recepcion(R=30),38,12.8,23.5,84.04,657,4210
Arato,5,2022,25,43,Terminado(PT=125),223,12.8,23.5,84.04,657,4210
Arato,5,2022,26,39,Campo(C=8),10,11.3,22.3,86.5,705,4816
Arato,5,2022,26,39,Recepcion(R=30),71,11.3,22.3,86.5,705,4816
