Fundo,Modulo,Anio,Semana_de_cosecha,Velocidad,Etapa,Resultado,Temperatura_minima,Temperatura_maxima,Humedad_relativa,Radiacion_solar_maxima,Radiacion_solar
Beggie,2,2022,20,32,Terminado(PT=125),285,15.1,22.2,87.5,607,3883
Beggie,2,2022,20,33,Campo(C=8),16,13.6,23.1,87,724,4527
Beggie,2,2022,20,33,Recepcion(R=30),77,13.6,23.1,87,724,4527
Beggie,2,2022,20,33,Terminado(PT=125),232,13.6,23.1,87,724,4527
Beggie,2,2022,20,37,Campo(C=8),8,14.8,22.3,89.17,725,3222
Beggie,2,2022,20,37,Recepcion(R=30),64,14.8,22.3,89.17,725,3222
Beggie,2,2022,20,37,Terminado(PT=125),172,14.8,22.3,89.17,725,3222
Beggie,2,2022,20,42,Campo(C=8),12,14.8,23.4,84.75,739,4691
Beggie,2,2022,20,42,Recepcion(R=30),36,14.8,23.4,84.75,739,4691
Beggie,2,2022,20,42,Terminado(PT=125),152,14.8,23.4,84.75,739,4691
Beggie,2,2022,32,43,Campo(C=8),13,14.4,19.3,90.29,436,4054
Beggie,2,2022,32,43,Recepcion(R=30),35,14.4,19.3,90.29,436,4054
Beggie,2,2022,32,43,Terminado(PT=125),159,14.4,19.3,90.29,436,4054
Beggie,2,2022,32,44,Campo(C=8),7,12.7,22.9,86.54,801,5401
Beggie,2,2022,32,44,Recepcion(R=30),28,12.7,22.9,86.54,801,5401
Beggie,2,2022,32,44,Terminado(PT=125),153,12.7,22.9,86.54,801,5401
Beggie,2,2022,32,45,Campo(C=8),8,13.9,21.8,87.21,869,3623
Beggie,2,2022,32,45,Recepcion(R=30),43,13.9,21.8,87.21,869,3623
Beggie,2,2022,32,45,Terminado(PT=125),114,13.9,21.8,87.21,869,3623
Beggie,2,2022,32,47,Campo(C=8),6,14.3,21.2,87.8,820,4016
Beggie,2,2022,32,47,Recepcion(R=30),34,14.3,21.2,87.8,820,4016
Beggie,2,2022,32,47,Terminado(PT=125),137,14.3,21.2,87.8,820,4016
Beggie,2,2022,33,48,Campo(C=8),12,14.2,18.8,92.17,438,2111
Beggie,2,2022,33,48,Recepcion(R=30),31,14.2,18.8,92.17,438,2111
Beggie,2,2022,33,48,Terminado(PT=125),117,14.2,18.8,92.17,438,2111
Beggie,3,2021,31,40,Campo(C=8),39,14.4,18.9,87.42,278,1796
Beggie,3,2021,31,40,Recepcion(R=30),130,14.4,18.9,87.42,278,1796
Beggie,3,2021,31,40,Terminado(PT=125),216,14.4,18.9,87.42,278,1796
Beggie,3,2021,32,35,Campo(C=8),29,15,22.1,89.04,779,3542
Beggie,3,2021,32,35,Recepcion(R=30),28,15,22.1,89.04,779,3542
Beggie,3,2021,32,35,Terminado(PT=125),174,15,22.1,89.04,779,3542
Beggie,3,2021,32,38,Campo(C=8),39,14.3,20.5,86.29,425,2276
Beggie,3,2021,32,38,Recepcion(R=30),47,14.3,20.5,86.29,425,2276
Beggie,3,2021,32,38,Terminado(PT=125),109,14.3,20.5,86.29,425,2276
Beggie,3,2021,32,40,Campo(C=8),26,14.5,21.9,86.89,727,4227
Beggie,3,2021,32,40,Recepcion(R=30),33,14.5,21.9,86.89,727,4227
Beggie,3,2021,32,40,Terminado(PT=125),156,14.5,21.9,86.89,727,4227
Beggie,3,2021,32,41,Campo(C=8),29,11.8,21.9,87.58,745,3709
Beggie,3,2021,32,41,Recepcion(R=30),69,11.8,21.9,87.58,745,3709
Beggie,3,2021,32,41,Terminado(PT=125),131,11.8,21.9,87.58,745,3709
Beggie,3,2021,33,35,Campo(C=8),26,14.8,22.3,88.33,755,3417
Beggie,3,2021,33,35,Recepcion(R=30),50,14.8,22.3,88.33,755,3417
Beggie,3,2021,33,35,Terminado(PT=125),93,14.8,22.3,88.33,755,3417
Beggie,3,2021,33,40,Campo(C=8),25,13.7,22,88.58,747,3881
Beggie,3,2021,33,40,Recepcion(R=30),46,13.7,22,88.58,747,3881
Beggie,3,2021,33,40,Terminado(PT=125),89,13.7,22,88.58,747,3881
Beggie,3,2022,20,36,Campo(C=8),9,13.1,21.9,89.17,705,4469
Beggie,3,2022,20,36,Recepcion(R=30),25,13.1,21.9,89.17,705,4469
Beggie,3,2022,20,36,Terminado(PT=125),129,13.1,21.9,89.17,705,4469
Beggie,3,2022,21,34,Campo(C=8),13,13.61,21.05,88.21,705,4060
Beggie,3,2022,21,34,Recepcion(R=30),38,13.61,21.05,88.21,705,4060
Beggie,3,2022,21,34,Terminado(PT=125),203,13.61,21.05,88.21,705,4060
Beggie,3,2022,21,35,Campo(C=8),12,11.77,22.55,86,722,4432
Beggie,3,2022,21,35,Recepcion(R=30),34,11.77,22.55,86,722,4432
Beggie,3,2022,21,35,Terminado(PT=125),112,11.77,22.55,86,722,4432
Beggie,3,2022,21,37,Campo(C=8),10,11.72,19.66,92.29,577,2859
Beggie,3,2022,21,37,Recepcion(R=30),13,11.72,19.66,92.29,577,2859
Beggie,3,2022,21,37,Terminado(PT=125),166,11.72,19.66,92.29,577,2859
Beggie,3,2022,21,39,Campo(C=8),13,11.61,22.77,83.04,718,4760
Beggie,3,2022,21,39,Recepcion(R=30),34,11.61,22.77,83.04,718,4760
Beggie,3,2022,21,39,Terminado(PT=125),112,11.61,22.77,83.04,718,4760
Beggie,3,2022,21,43,Campo(C=8),9,12.31,20.11,90.46,592,3440
Beggie,3,2022,21,43,Recepcion(R=30),25,12.31,20.11,90.46,592,3440
Beggie,3,2022,21,43,Terminado(PT=125),95,12.31,20.11,90.46,592,3440
Beggie,3,2022,32,46,Campo(C=8),8,13.6,21.9,85.92,778,3731
Beggie,3,2022,32,46,Recepcion(R=30),36,13.6,21.9,85.92,778,3731
Beggie,3,2022,32,46,Terminado(PT=125),115,13.6,21.9,85.92,778,3731
Beggie,3,2022,33,43,Campo(C=8),6,13.6,15.8,93.92,147,1085
Beggie,3,2022,33,43,Recepcion(R=30),18,13.6,15.8,93.92,147,1085
Beggie,3,2022,33,43,Terminado(PT=125),156,13.6,15.8,93.92,147,1085
Beggie,3,2022,33,46,Campo(C=8),11,13.6,20,89.42,538,2622
Beggie,3,2022,33,46,Recepcion(R=30),18,13.6,20,89.42,538,2622
Beggie,3,2022,33,46,Terminado(PT=125),159,13.6,20,89.42,538,2622
Beggie,3,2022,33,47,Recepcion(R=30),33,14.2,18.8,92.17,438,2111
Beggie,3,2022,33,47,Terminado(PT=125),139,14.2,18.8,92.17,438,2111
Beggie,3,2022,33,51,Campo(C=8),7,14.2,22.1,87.58,823,4073
Beggie,3,2022,33,51,Recepcion(R=30),34,14.2,22.1,87.58,823,4073
Beggie,3,2022,33,51,Terminado(PT=125),137,14.2,22.1,87.58,823,4073
Beggie,3,2022,33,54,Campo(C=8),7,13.6,20.6,88.11,745,3897
Beggie,3,2022,33,54,Recepcion(R=30),26,13.6,20.6,88.11,745,3897
Beggie,3,2022,33,54,Terminado(PT=125),141,13.6,20.6,88.11,745,3897
Beggie,3,2022,34,55,Campo(C=8),5,13.7,20.8,88.88,818,4755
Beggie,3,2022,34,55,Recepcion(R=30),24,13.7,20.8,88.88,818,4755
Beggie,3,2022,34,55,Terminado(PT=125),146,13.7,20.8,88.88,818,4755
Beggie,3,2022,34,59,Campo(C=8),7,13.9,19.7,89.58,582,3004
Beggie,3,2022,34,59,Recepcion(R=30),22,13.9,19.7,89.58,582,3004
Beggie,3,2022,34,59,Terminado(PT=125),145,13.9,19.7,89.58,582,3004
Beggie,4,2021,28,35,Campo(C=8),16,15.6,18.1,93.67,167,1045
Beggie,4,2021,28,35,Recepcion(R=30),17,15.6,18.1,93.67,167,1045
Beggie,4,2021,28,35,Terminado(PT=125),94,15.6,18.1,93.67,167,1045
Beggie,4,2021,28,36,Campo(C=8),40,15.7,18.7,91.29,167,1219
Beggie,4,2021,28,36,Recepcion(R=30),18,15.7,18.7,91.29,167,1219
Beggie,4,2021,28,36,Terminado(PT=125),46,15.7,18.7,91.29,167,1219
Beggie,4,2021,28,37,Campo(C=8),40,16.2,22,88.83,289,2005
Beggie,4,2021,28,37,Recepcion(R=30),14,16.2,22,88.83,289,2005
Beggie,4,2021,28,37,Terminado(PT=125),80,16.2,22,88.83,289,2005
Beggie,4,2021,28,39,Campo(C=8),21,15.4,17.6,96.29,128,827
Beggie,4,2021,28,39,Recepcion(R=30),35,15.4,17.6,96.29,128,827
Beggie,4,2021,28,39,Terminado(PT=125),125,15.4,17.6,96.29,128,827
Beggie,4,2021,28,40,Campo(C=8),23,15.3,23.2,88.13,609,3072
Beggie,4,2021,28,40,Recepcion(R=30),24,15.3,23.2,88.13,609,3072
Beggie,4,2021,28,40,Terminado(PT=125),142,15.3,23.2,88.13,609,3072
Beggie,4,2021,28,42,Campo(C=8),31,16.1,19.3,92.38,192,1100
Beggie,4,2021,28,42,Recepcion(R=30),29,16.1,19.3,92.38,192,1100
Beggie,4,2021,28,42,Terminado(PT=125),100,16.1,19.3,92.38,192,1100
Beggie,4,2021,29,35,Campo(C=8),17,16.1,22.1,89.79,545,2390
Beggie,4,2021,29,35,Recepcion(R=30),29,16.1,22.1,89.79,545,2390
Beggie,4,2021,29,35,Terminado(PT=125),108,16.1,22.1,89.79,545,2390
Beggie,4,2022,24,48,Campo(C=8),9,10,21.5,86.38,683,4506
Beggie,4,2022,24,48,Recepcion(R=30),20,10,21.5,86.38,683,4506
Beggie,4,2022,24,48,Terminado(PT=125),218,10,21.5,86.38,683,4506
Beggie,4,2022,24,52,Campo(C=8),12,10.3,21.1,87.46,650,3332
Beggie,4,2022,24,52,Recepcion(R=30),19,10.3,21.1,87.46,650,3332
Beggie,4,2022,24,52,Terminado(PT=125),135,10.3,21.1,87.46,650,3332
Beggie,4,2022,24,56,Campo(C=8),9,11.1,20.9,87.42,647,3937
Beggie,4,2022,24,56,Recepcion(R=30),30,11.1,20.9,87.42,647,3937
Beggie,4,2022,24,56,Terminado(PT=125),151,11.1,20.9,87.42,647,3937
Beggie,4,2022,25,44,Campo(C=8),7,12.2,18.5,89.38,379,2026
Beggie,4,2022,25,44,Recepcion(R=30),24,12.2,18.5,89.38,379,2026
Beggie,4,2022,25,44,Terminado(PT=125),189,12.2,18.5,89.38,379,2026
Beggie,4,2022,25,47,Campo(C=8),8,12.1,19.5,84.83,637,3764
Beggie,4,2022,25,47,Recepcion(R=30),17,12.1,19.5,84.83,637,3764
Beggie,4,2022,25,47,Terminado(PT=125),188,12.1,19.5,84.83,637,3764
Beggie,4,2022,25,49,Campo(C=8),9,13.6,18.2,89.71,562,2394
Beggie,4,2022,25,49,Recepcion(R=30),21,13.6,18.2,89.71,562,2394
Beggie,4,2022,25,49,Terminado(PT=125),183,13.6,18.2,89.71,562,2394
Beggie,4,2022,32,39,Recepcion(R=30),34,12.7,22.9,86.54,801,5401
Beggie,4,2022,32,39,Terminado(PT=125),147,12.7,22.9,86.54,801,5401
Beggie,4,2022,35,39,Campo(C=8),18,12.1,21.1,87.83,836,5008
Beggie,4,2022,35,39,Recepcion(R=30),46,12.1,21.1,87.83,836,5008
Beggie,4,2022,35,39,Terminado(PT=125),147,12.1,21.1,87.83,836,5008
Beggie,4,2022,35,45,Campo(C=8),9,13.6,20.2,88.54,480,2144
Beggie,4,2022,35,45,Recepcion(R=30),37,13.6,20.2,88.54,480,2144
Beggie,4,2022,35,45,Terminado(PT=125),223,13.6,20.2,88.54,480,2144
Beggie,5,2021,27,37,Campo(C=8),34,15.1,18.2,87.04,175,1198
Beggie,5,2021,27,37,Recepcion(R=30),32,15.1,18.2,87.04,175,1198
Beggie,5,2021,27,37,Terminado(PT=125),126,15.1,18.2,87.04,175,1198
Beggie,5,2021,27,40,Campo(C=8),27,15.05,21.9,86.82,589,3119
Beggie,5,2021,27,40,Recepcion(R=30),27,15.02,21.56,86.75,539,2920
Beggie,5,2021,27,40,Terminado(PT=125),106,15.02,21.56,86.75,539,2920
Beggie,5,2021,28,42,Campo(C=8),48,15.3,23.2,88.13,609,3072
Beggie,5,2021,28,42,Recepcion(R=30),28,15.3,23.2,88.13,609,3072
Beggie,5,2021,28,42,Terminado(PT=125),96,15.3,23.2,88.13,609,3072
Beggie,5,2022,25,49,Campo(C=8),6,13.3,21,87.75,692,4095
Beggie,5,2022,25,49,Recepcion(R=30),10,13.3,21,87.75,692,4095
Beggie,5,2022,25,49,Terminado(PT=125),167,13.3,21,87.75,692,4095
Beggie,5,2022,25,56,Campo(C=8),10,12.3,20.8,87.71,642,3496
Beggie,5,2022,25,56,Recepcion(R=30),10,12.3,20.8,87.71,642,3496
Beggie,5,2022,25,56,Terminado(PT=125),200,12.3,20.8,87.71,642,3496
Beggie,5,2022,25,63,Campo(C=8),5,11.6,19.7,88.04,659,3955
Beggie,5,2022,25,63,Recepcion(R=30),30,11.6,19.7,88.04,659,3955
Beggie,5,2022,25,63,Terminado(PT=125),211,11.6,19.7,88.04,659,3955
Beggie,5,2022,26,45,Campo(C=8),11,12.9,18.2,88.08,272,1633
Beggie,5,2022,26,45,Recepcion(R=30),56,12.9,18.2,88.08,272,1633
Beggie,5,2022,26,45,Terminado(PT=125),181,12.9,18.2,88.08,272,1633
Beggie,5,2022,32,39,Recepcion(R=30),24,12.7,22.9,86.54,801,5401
Beggie,5,2022,32,39,Terminado(PT=125),143,12.7,22.9,86.54,801,5401
Beggie,5,2022,35,27,Campo(C=8),17,13.9,21.1,86.92,726,3612
Beggie,5,2022,35,27,Recepcion(R=30),31,13.9,21.1,86.92,726,3612
Beggie,5,2022,35,27,Terminado(PT=125),167,13.9,21.1,86.92,726,3612
Beggie,5,2022,35,42,Campo(C=8),6,13.9,19.8,88.29,378,1966
Beggie,5,2022,35,42,Recepcion(R=30),72,13.9,19.8,88.29,378,1966
Beggie,5,2022,35,42,Terminado(PT=125),140,13.9,19.8,88.29,378,1966
Beggie,5,2022,35,46,Campo(C=8),6,14.01,19.51,88.08,468,2287
Beggie,5,2022,35,46,Recepcion(R=30),41,14,19.53,88.1,468,2283
Beggie,5,2022,35,46,Terminado(PT=125),149,14,19.53,88.1,468,2283
Beggie,6,2021,32,40,Recepcion(R=30),34,14.5,22.1,87.1,763,3645
Beggie,6,2021,32,40,Terminado(PT=125),197,14.55,22.1,87.29,765,3635
Beggie,6,2021,32,42,Campo(C=8),22,11.8,21.9,87.58,745,3709
Beggie,6,2021,32,42,Recepcion(R=30),55,11.8,21.9,87.58,745,3709
Beggie,6,2021,32,42,Terminado(PT=125),179,11.8,21.9,87.58,745,3709
Beggie,6,2021,32,45,Campo(C=8),20,14.8,21.8,88.75,673,4319
Beggie,6,2021,32,45,Recepcion(R=30),33,14.7,21.8,87.57,716,4478
Beggie,6,2021,32,45,Terminado(PT=125),174,14.7,21.8,87.57,716,4478
Beggie,6,2021,33,38,Campo(C=8),19,13.7,22,88.58,747,3881
Beggie,6,2021,33,38,Recepcion(R=30),35,13.7,22,88.58,747,3881
Beggie,6,2021,33,38,Terminado(PT=125),191,13.7,22,88.58,747,3881
Beggie,6,2021,33,40,Campo(C=8),22,14.8,22.3,88.33,755,3417
Beggie,6,2021,33,40,Recepcion(R=30),63,14.8,22.3,88.33,755,3417
Beggie,6,2021,33,40,Terminado(PT=125),142,14.8,22.3,88.33,755,3417
Beggie,6,2022,23,36,Campo(C=8),22,15.05,17.44,91.5,419,2136
Beggie,6,2022,23,36,Recepcion(R=30),21,15.05,17.44,91.5,419,2136
Beggie,6,2022,23,36,Terminado(PT=125),97,15.05,17.44,91.5,419,2136
Beggie,6,2022,23,42,Campo(C=8),11,13.16,21.61,88.96,681,4306
Beggie,6,2022,23,42,Recepcion(R=30),25,13.16,21.61,88.96,681,4306
Beggie,6,2022,23,42,Terminado(PT=125),185,13.16,21.61,88.96,681,4306
Beggie,6,2022,23,56,Campo(C=8),9,14.66,22.27,84.58,671,3898
Beggie,6,2022,23,56,Recepcion(R=30),15,14.66,22.27,84.58,671,3898
Beggie,6,2022,23,56,Terminado(PT=125),95,14.66,22.27,84.58,671,3898
Beggie,6,2022,23,59,Campo(C=8),11,15,18.22,91.08,432,2027
Beggie,6,2022,23,59,Recepcion(R=30),27,15,18.22,91.08,432,2027
Beggie,6,2022,23,59,Terminado(PT=125),63,15,18.22,91.08,432,2027
Beggie,6,2022,24,42,Campo(C=8),11,9.8,20.9,84.63,674,4574
Beggie,6,2022,24,42,Recepcion(R=30),17,9.8,20.9,84.63,674,4574
Beggie,6,2022,24,42,Terminado(PT=125),112,9.8,20.9,84.63,674,4574
Beggie,6,2022,24,46,Campo(C=8),9,13.8,17.8,90.83,210,1366
Beggie,6,2022,24,46,Recepcion(R=30),20,13.8,17.8,90.83,210,1366
Beggie,6,2022,24,46,Terminado(PT=125),26,13.8,17.8,90.83,210,1366
Beggie,6,2022,24,48,Campo(C=8),10,12.4,19.3,84.58,661,4137
Beggie,6,2022,24,48,Recepcion(R=30),23,12.4,19.3,84.58,661,4137
Beggie,6,2022,24,48,Terminado(PT=125),93,12.4,19.3,84.58,661,4137
Beggie,6,2022,24,57,Campo(C=8),10,10,21.5,86.38,683,4506
Beggie,6,2022,24,57,Recepcion(R=30),13,10,21.5,86.38,683,4506
Beggie,6,2022,24,57,Terminado(PT=125),107,10,21.5,86.38,683,4506
Beggie,6,2022,31,32,Campo(C=8),7,13.9,21.3,87.29,741,3960
Beggie,6,2022,31,32,Recepcion(R=30),68,13.9,21.3,87.29,741,3960
Beggie,6,2022,31,32,Terminado(PT=125),83,13.9,21.3,87.29,741,3960
Beggie,6,2022,31,43,Campo(C=8),5,14.1,19.7,87,514,2840
Beggie,6,2022,31,43,Recepcion(R=30),37,14.1,19.7,87,514,2840
Beggie,6,2022,31,43,Terminado(PT=125),147,14.1,19.7,87,514,2840
Beggie,6,2022,31,48,Campo(C=8),11,13.4,21,88.04,734,2862
Beggie,6,2022,31,48,Recepcion(R=30),19,13.4,21,88.04,734,2862
Beggie,6,2022,31,48,Terminado(PT=125),134,13.4,21,88.04,734,2862
Beggie,6,2022,31,49,Campo(C=8),4,14.1,20.9,85.88,603,3722
Beggie,6,2022,31,49,Recepcion(R=30),17,14.1,20.9,85.88,603,3722
Beggie,6,2022,31,49,Terminado(PT=125),126,14.1,20.9,85.88,603,3722
Beggie,6,2022,32,46,Campo(C=8),6,13.6,21.9,85.92,778,3731
Beggie,6,2022,32,46,Recepcion(R=30),29,13.6,21.9,85.92,778,3731
Beggie,6,2022,32,46,Terminado(PT=125),139,13.6,21.9,85.92,778,3731
Beggie,6,2022,32,47,Campo(C=8),12,14,20.1,87.44,602,2948
Beggie,6,2022,32,47,Recepcion(R=30),36,14,20.1,87.44,602,2948
Beggie,6,2022,32,47,Terminado(PT=125),129,14,20.1,87.44,602,2948
Beggie,7,2021,26,35,Campo(C=8),31,14.4,20.8,90.38,387,2065
Beggie,7,2021,26,35,Recepcion(R=30),28,14.4,20.8,90.38,387,2065
Beggie,7,2021,26,35,Terminado(PT=125),205,14.4,20.8,90.38,387,2065
Beggie,7,2021,26,38,Campo(C=8),22,15.25,20.6,88.11,441,2970
Beggie,7,2021,26,38,Recepcion(R=30),39,15.25,20.6,88.11,441,2970
Beggie,7,2021,26,38,Terminado(PT=125),132,15.25,20.6,88.11,441,2970
Beggie,7,2021,26,40,Campo(C=8),23,15.4,19.75,90.42,249,1442
Beggie,7,2021,26,40,Recepcion(R=30),29,15.4,19.75,90.42,249,1442
Beggie,7,2021,26,40,Terminado(PT=125),183,15.4,19.75,90.42,249,1442
Beggie,7,2022,23,38,Campo(C=8),26,15.38,20.66,85.38,670,3924
Beggie,7,2022,23,38,Recepcion(R=30),31,15.38,20.66,85.38,670,3924
Beggie,7,2022,23,38,Terminado(PT=125),173,15.38,20.66,85.38,670,3924
Beggie,7,2022,23,47,Campo(C=8),9,14.66,22.27,84.58,671,3898
Beggie,7,2022,23,47,Recepcion(R=30),18,14.66,22.27,84.58,671,3898
Beggie,7,2022,23,47,Terminado(PT=125),135,14.66,22.27,84.58,671,3898
Beggie,7,2022,23,51,Campo(C=8),13,13.16,21.61,88.96,681,4306
Beggie,7,2022,23,51,Recepcion(R=30),22,13.16,21.61,88.96,681,4306
Beggie,7,2022,23,51,Terminado(PT=125),220,13.16,21.61,88.96,681,4306
Beggie,7,2022,23,53,Campo(C=8),20,15.01,18.09,91.15,430,2045
Beggie,7,2022,23,53,Recepcion(R=30),26,15.03,17.83,91.29,426,2082
Beggie,7,2022,23,53,Terminado(PT=125),130,15.03,17.83,91.29,426,2082
Beggie,7,2022,30,31,Campo(C=8),8,12.6,21.5,87.71,666,3127
Beggie,7,2022,30,31,Recepcion(R=30),39,12.6,21.5,87.71,666,3127
Beggie,7,2022,30,31,Terminado(PT=125),162,12.6,21.5,87.71,666,3127
Beggie,7,2022,30,38,Campo(C=8),10,11.2,21.4,85.96,810,5094
Beggie,7,2022,30,38,Recepcion(R=30),52,11.2,21.4,85.96,810,5094
Beggie,7,2022,30,38,Terminado(PT=125),139,11.2,21.4,85.96,810,5094
Beggie,7,2022,30,41,Campo(C=8),9,14.3,17.2,92.04,218,1443
Beggie,7,2022,30,41,Recepcion(R=30),42,14.3,17.2,92.04,218,1443
Beggie,7,2022,30,41,Terminado(PT=125),154,14.3,17.2,92.04,218,1443
Beggie,7,2022,30,43,Campo(C=8),9,13.6,20.6,90.83,477,2392
Beggie,7,2022,30,43,Recepcion(R=30),42,13.6,20.6,90.83,477,2392
Beggie,7,2022,30,43,Terminado(PT=125),153,13.6,20.6,90.83,477,2392
Beggie,8,2021,25,38,Campo(C=8),25,14.2,19.8,88.88,212,1372
Beggie,8,2021,25,38,Recepcion(R=30),70,14.2,19.8,88.88,212,1372
Beggie,8,2021,25,38,Terminado(PT=125),150,14.2,19.8,88.88,212,1372
Beggie,8,2021,25,40,Campo(C=8),26,15.83,20.33,89.41,262,1640
Beggie,8,2021,25,40,Recepcion(R=30),26,15.83,20.33,89.41,262,1640
Beggie,8,2021,25,40,Terminado(PT=125),146,15.83,20.33,89.41,262,1640
Beggie,8,2021,26,38,Campo(C=8),28,14.7,22.3,85.29,720,4903
Beggie,8,2021,26,38,Recepcion(R=30),68,14.7,22.3,85.29,720,4903
Beggie,8,2021,26,38,Terminado(PT=125),83,14.7,22.3,85.29,720,4903
Beggie,8,2022,22,45,Campo(C=8),7,12.22,18.91,90.77,533,2419
Beggie,8,2022,22,45,Recepcion(R=30),29,12.22,18.91,90.77,533,2419
Beggie,8,2022,22,45,Terminado(PT=125),184,12.22,18.91,90.77,533,2419
Beggie,8,2022,22,51,Campo(C=8),8,10.94,21.38,74,695,4363
Beggie,8,2022,22,51,Recepcion(R=30),31,10.94,21.38,74,695,4363
Beggie,8,2022,22,51,Terminado(PT=125),174,10.94,21.38,74,695,4363
Beggie,8,2022,30,42,Campo(C=8),6,11.2,21.4,85.96,810,5094
Beggie,8,2022,30,42,Recepcion(R=30),27,11.2,21.4,85.96,810,5094
Beggie,8,2022,30,42,Terminado(PT=125),146,11.2,21.4,85.96,810,5094
Beggie,8,2022,31,42,Recepcion(R=30),29,14.3,20.8,89.46,665,2888
Beggie,8,2022,31,42,Terminado(PT=125),154,14.3,20.8,89.46,665,2888
Beggie,8,2022,31,58,Campo(C=8),10,12.3,21.1,89.88,747,3434
Beggie,8,2022,31,58,Recepcion(R=30),34,12.3,21.1,89.88,747,3434
Beggie,8,2022,31,58,Terminado(PT=125),106,12.3,21.1,89.88,747,3434
Beggie,9,2021,24,35,Campo(C=8),15,16.5,20.1,89.13,213,1532
Beggie,9,2021,24,35,Recepcion(R=30),36,16.5,20.1,89.13,213,1532
Beggie,9,2021,24,35,Terminado(PT=125),192,16.5,20.1,89.13,213,1532
Beggie,9,2021,25,40,Campo(C=8),25,16.23,20.9,89.49,356,1926
Beggie,9,2021,25,40,Recepcion(R=30),35,16.23,20.9,89.49,356,1926
Beggie,9,2021,25,40,Terminado(PT=125),176,16.23,20.9,89.49,356,1926
Beggie,9,2022,22,32,Campo(C=8),7,13.69,19.41,90.46,476,2508
Beggie,9,2022,22,32,Recepcion(R=30),32,13.69,19.41,90.46,476,2508
Beggie,9,2022,22,32,Terminado(PT=125),226,13.69,19.41,90.46,476,2508
Beggie,9,2022,23,25,Campo(C=8),8,15.38,20.66,85.38,670,3924
Beggie,9,2022,23,25,Recepcion(R=30),30,15.38,20.66,85.38,670,3924
Beggie,9,2022,23,25,Terminado(PT=125),171,15.38,20.66,85.38,670,3924
Beggie,9,2022,23,50,Campo(C=8),9,14.66,22.27,84.58,671,3898
Beggie,9,2022,23,50,Recepcion(R=30),24,14.66,22.27,84.58,671,3898
Beggie,9,2022,23,50,Terminado(PT=125),107,14.66,22.27,84.58,671,3898
Beggie,9,2022,23,56,Campo(C=8),9,14.72,19,90.96,279,1626
Beggie,9,2022,23,56,Recepcion(R=30),18,14.72,19,90.96,279,1626
Beggie,9,2022,23,56,Terminado(PT=125),108,14.72,19,90.96,279,1626
Beggie,9,2022,31,33,Recepcion(R=30),29,13.4,21,88.04,734,2862
Beggie,9,2022,31,33,Terminado(PT=125),140,13.4,21,88.04,734,2862
Beggie,9,2022,31,43,Campo(C=8),9,14.1,20.9,85.88,603,3722
Beggie,9,2022,31,43,Recepcion(R=30),19,14.1,20.9,85.88,603,3722
Beggie,9,2022,31,43,Terminado(PT=125),132,14.1,20.9,85.88,603,3722
Beggie,9,2022,31,45,Campo(C=8),7,13.9,19.9,91.04,625,2965
Beggie,9,2022,31,45,Recepcion(R=30),29,13.9,19.9,91.04,625,2965
Beggie,9,2022,31,45,Terminado(PT=125),105,13.9,19.9,91.04,625,2965
Beggie,9,2022,31,53,Campo(C=8),7,14.3,20.8,89.46,665,2888
Beggie,9,2022,31,53,Recepcion(R=30),31,14.3,20.8,89.46,665,2888
Beggie,9,2022,31,53,Terminado(PT=125),112,14.3,20.8,89.46,665,2888
Beggie,10,2021,32,45,Recepcion(R=30),46,15,22.1,89.04,779,3542
Beggie,10,2021,32,45,Terminado(PT=125),171,15,22.1,89.04,779,3542
Beggie,10,2021,34,21,Campo(C=8),19,13.8,20.4,90.33,796,4057
Beggie,10,2021,34,21,Recepcion(R=30),29,13.8,20.4,90.33,796,4057
Beggie,10,2021,34,21,Terminado(PT=125),203,13.8,20.4,90.33,796,4057
Beggie,10,2021,34,39,Campo(C=8),25,13.8,18.7,91.75,328,1937
Beggie,10,2021,34,39,Recepcion(R=30),28,13.8,18.7,91.75,328,1937
Beggie,10,2021,34,39,Terminado(PT=125),212,13.8,18.7,91.75,328,1937
Beggie,10,2021,35,31,Campo(C=8),23,14.1,20.5,90.42,647,3268
Beggie,10,2021,35,31,Recepcion(R=30),53,14.1,20.5,90.42,647,3268
Beggie,10,2021,35,31,Terminado(PT=125),106,14.1,20.5,90.42,647,3268
Beggie,10,2022,22,45,Campo(C=8),7,12.38,18.44,91.46,598,3148
Beggie,10,2022,22,45,Recepcion(R=30),24,12.38,18.44,91.46,598,3148
Beggie,10,2022,22,45,Terminado(PT=125),129,12.38,18.44,91.46,598,3148
Beggie,10,2022,24,52,Recepcion(R=30),69,11.1,20.9,87.42,647,3937
Beggie,10,2022,24,52,Terminado(PT=125),160,11.1,20.9,87.42,647,3937
Beggie,10,2022,27,44,Campo(C=8),9,12.2,19.6,89.58,640,4191
Beggie,10,2022,27,44,Recepcion(R=30),30,12.2,19.6,89.58,640,4191
Beggie,10,2022,27,44,Terminado(PT=125),122,12.2,19.6,89.58,640,4191
Beggie,10,2022,27,47,Campo(C=8),8,10.1,21.1,88.42,639,4242
Beggie,10,2022,27,47,Recepcion(R=30),54,10.1,21.1,88.42,639,4242
Beggie,10,2022,27,47,Terminado(PT=125),187,10.1,21.1,88.42,639,4242
Beggie,10,2022,27,49,Campo(C=8),9,12.97,18.6,88.64,478,2365
